original,original_token_count
Who is Pia Olsen Dyhr,6
Make a bullet list of 5 gifts you can give someone for Valentine's Day,15
What are the three types of mobile app described in the passage.,13
What's the population of Mattim Birta?,9
"Identify which car manufacturer is Japanese or American: Lila, Lincoln",13
what is a project milestone?,6
Who wrote the novel Tom Jones in 1749,10
"Given this paragraph, what method of scientific study did Edmund Selous champion?",15
What is a good gift for a seven year old boy?,12
Summarize some of the controversies about Lululemon Athletica,15
what are non-fungible token,7
"Who designed the St. John the Baptist, Blackrock church?",13
"From the passage provided, extract the well-known superheroes from Marvel comic books.",15
Extract all the years from the following text.,9
Name some countries that don't share a border with any other countries.,13
Who is raiden shogun?,8
Can you list down some points about Jo-Anne Polak from the given text?,17
"Tell me in which country are the following cities: Zaragoza, Albufeira, Bari, Amfissa and Targoviste.",28
What are the names of all Depeche Mode albums?,12
What is the biggest planet from the solar system?,10
Summarize Romania's history and founding.,9
What are remarkable provinces in the Netherlands?,8
Extract the names of the team involved to perform inception on Robert. Separate them with a comma.,19
What was Mark Twain's actual name?,8
"Classify each as either a game or a sport: chess, checkers, badminton, monopoly, table tennis, swimming, diving, bridge, basketball, go, shogi, tennis, risk, field hockey.",43
"Here is a list of movies. Which of these are considered to be Action Movies. American Graffiti, Rain Man, Mission Impossible, Goldfinger, Speed, The Devil's Advocate, The Magnificent Seven, Dazed and Confused, Die Hard, Top Gun.",54
How old was Dominik Volek when he made his Czech Extraliga debut?,18
What does the term March Madness refer to in college basketball?,12
What is the law of sines?,8
"From the passage provided, extract information about the new proposed airport in Mumbai",14
Who was the second man to set foot on the moon,11
Where is Tiger Woods from?,6
What is a Maiestas trifasciatus,9
"Given this paragraph about Zoom, where is the company based and when was the Zoom software released?",19
Give me a list of golf clubs you should carry in your golf bag.,15
What is a pyroclastic flow?,8
Which martial art or arts did Brazilian jiu-jitsu derive from?,14
"What are some interesting things to do in the spa town of Harrogate, North Yorkshire?",18
What was the estimated Gini coefficient of South Africa during 2008-2009?,18
Whose period was known as the Golden Age of Rome?,12
"Identify which instrument is string or percussion: Balafon, Chrotta",15
"List the ten episode titles from the first season of ""Game of Thrones"" in broadcast order.",19
Give me a list of some of the famous stock market indices.,13
How is the price of an Uber ride calculated?,10
What is Chiropractic treatment?,5
"Given a reference text about the Queen Isabella Memorial Bridge, tell me how long it is and when it opened.",22
Give me a list of the best Romantic Comedy Movies,10
"From the passage provided, extract the name of the last song recorded by Kishore Kumar",17
Give me a list of the best albums of all-time,11
What are the 4 best ski resorts in New England.,12
Where does the molecular formula of D-allulose?,10
Why is the sun more intense at high altitude,9
By what other name does Bunnie DeFord go by?,13
what the most popular books written by Malcom Gladwell?,12
Provide a bulleted list of the results of the 1968 United States elections.,17
What are some easy to buy birthday gifts for a coworker?,13
"Using this definition, can you summarize why hyperventilation is considered dangerous?",15
"Based on the text provided, what does a minimum spanning tree optimize?",14
Who was offered the presidency of Israel in 1952 (turned down),15
What is the difference between ADLS Gen 1 and 2?,14
"Tell me which season is associated with each of these items: flowers, snowflakes, leaves falling, beaches",21
"Identify which instrument is string or percussion: Sounding stone, Cobza",14
Who is Germain Damar?,7
What makes the game Overwatch appealing?,8
"Classify these movies based on their release year
Kedarnath, Bala, Raazi, Kaashi, Article 15",26
who is Haile Sellassie?,8
Where is the largest living thing located?,8
"per this reference of Itsunen Shoyu, who did he convince to bring Zen Buddhism to Japan?",20
Where does the country of Japan get its name from?,11
How can listening to music attentively influence you?,10
"Given the following summary of the book ""Human Compatible"" by Stuart Russell, what is the author's proposal to overcome the limitations of the standard approach for developing AI?",32
"Given the paragraph about the Colnago C40, in which year was a Colnago-branded bicycle first ridden by the overall classification winner in the Tour de France?",35
What are the Olympic Games?,6
Give me a list of golf ball options to use this weekend.,13
Which is a species of fish? Tonguefish or Tongue,13
What is sleep training?,5
What is a Cheque card?,7
Tell me when did the Borussia Dortmund found?,9
Compose a rhyming toast to getting together with old friends,12
Who designed the current Indian flag?,7
Give me a list of the past five Malaysian Prime Ministers,11
Please give a brief history of AI.,8
"Which of these US states either border the ocean or are land-locked: Colorado, Alaska, Wisconsin, Hawaii, Washington, Oregon, Indiana, Maine, Nebraska, Florida and California.",37
Give me bulleted list of the five most common shots in lawn tennis,14
Is the manatee an endangered species?,8
What is your worst habit?,6
Sell me this pencil,4
Extract the type of animals that a wolf would feed on,11
What is a geodetic system?,8
Please provide some information about Worcester Park railway station from the given passage,13
Can you give examples of extreme conditions for habitation?,10
How many languages are spoken in India?,8
Give me a list of the best right point breaks in Southern California,13
Write a paragraph on why I should quit my job and live off the land.,16
"Identify which instrument is string or percussion: Mridangam, Gambus",15
What is oxidation reduction potential?,6
"Tell me whether these are hockey teams or soccer teams: Anaheim Ducks, Calgary Flames, Brighton & Hove Albion, Edmonton Oilers, Arsenal, Aston Villa, Brentford, Los Angeles Kings, San Jose Sharks, Seattle Kraken, Crystal Palace, Everton, Vancouver Canucks, Vegas Golden Knights, Chelsea.",61
"From the passage provided, extract the population of Andhra Pradesh",11
What are the three official languages in Belgium ?,9
What kind of u-boat was the SM U-30,12
What is a bloom filter index and when should I use it?,13
"List the first four main characters of Ann M. Martin's ""The Baby-Sitters Club"" books.",21
What is the difference between Holland and The Netherlands?,10
"What is the oldest part of Boston to live in, based on the historic neighborhood?",17
who is the prime minister of india,7
"Tell me which of these countries have won a Fifa World Cup Final: Argentina, Mexico, USA, France, China",24
Name the nation that was hit badly by Typhoon Hagibis in the last 60 years?,20
How many Olympic venues are there for canoeing,9
What is the best age to drive a car?,10
"Given the paragraph, what is the term budgie smuggler colloquially use to describe?",20
Which second-season episode of Game of Thrones did Neil Marshall direct?,13
Write some points about Ministry of Public Health (Thailand) using given text as a reference,17
Why is football called soccer in the US?,9
Is Mining Engineering a good degree?,7
What in business terms is the IMF,7
Is banana a flower or a fruit?,8
"Surely, the glass ceiling only applies to politics. Corporate organizations are fine. Is that true?",20
What are the words of House Martell?,9
Who is Mauricio Macri?,6
"Name all of the hosts from all versions of ""The Price is Right.""",15
Write a bullet-pointed list of updates from a college club fundraising team lead about their fundraising work from last week.,23
What is the capital of Arizona?,7
Write a recipe for making garlic mashed potatoes which goes through step by step.,15
"From the text, please extract and list Nokia's market capitalization timeline.",14
Why did the chicken cross the playground?,8
What do you do when the engine in your single engine airplane fails in flight?,16
"Extract the publications that favorably reviewed ""If I Die in a Combat Zone, Box Me Up and Ship Me Home"" and put them in a comma separated list.",33
Summarize the battle of Pävankhind.,11
What are the most common types of streets in the United States?,13
What are some plants you can put in your outdoor garden to keep the bugs away?,17
Write a bulleted list of the plants that grow around Stanwell-Fletcher Lake.,17
Give me a list of five  healthy snacks for kids,11
Who (not Peter Sellers) played Inspector Clouseau in 1968,15
"Identify which instrument is string or woodwind: Mandobass, Pommer",15
"which of the following are ex indian prime ministers?

rajiv gandhi
rahul gandhi
manmohan singh
sonia gandhi
atal bihari vajpayee
kapil sibal
ak antony
jawaharlal nehru",53
Does money make you happy?,6
"Which of the following are considered functional programming languages and which are not: OCaml, Scala, Python, C, and Java.",26
"During Passover, what are some distinctions of what is and is not Kosher?",17
"Identify which instrument is string or woodwind: Ukulele, Oboe",15
Which musical instrument does Peter Yanowitz play?,9
"Classify each of the following as either an SSRI or MAOI depression drug: paroxetine, isocarboxazid, sertraline, vortioxetine, phenelzine, tranylcypromine, moclobemide, fluoxetine",53
Who asked Swami Vivekananda to come to Dakshineswar and in which year?,19
What are some fun and inexpensive things to do with kids during the summer?,15
What does a vegan lifestyle mean to you?,9
How many arms does Hapalochlaena lunulata have?,14
Annapolis is the capital city of which state?,11
"Give me a list of Germany's five most recent chancellors, along with the years they were in office.",23
What is the largest city in the South Hemisphere?,10
What is the difference between a quartz watch and a mechanical watch?,13
"From the passage provided, extract the power consumption of a GeForce RTX 2080 Ti Founder's Edition.",22
I'm considering buying a pocket knife for my child. How do I know which one I should buy?,20
What is the maximum speed a plane can reach?,10
"Given this paragraph about Bichon Frisé,  where did this dog breed originate?",18
Give me a list of things to do when travelling by plane,12
"Here is some reference information about Huaquechula, When does the feast of the Holy Cross in Huaquechula start?",26
What is the significance of a poppy on Remembrance day?,13
"Please, give me a short bullet list of main ingredients and procedure in order to cook risotto.",20
What is 24 Hours of Lemons,8
Why is biathlon a challenging sport?,8
What are some common characteristics of Maine Coon cats?,11
Tell me about the Cincinnati Bengals,6
Who are the 5 best known composers from the romantic period?,13
What is Szalay doing these days?,8
Why should I change my car oil?,8
Where did Sly and the Family Stone come from?,11
What is the most prominent street in Copenhagen Denmark?,10
"Tell whether these things smell nice or unpleasant: garbage, lemons, sweat, oceans, rain",18
What is a Druid?,6
What is Hadoop?,4
List some of the most common types of sushi?,10
List five titles by Robert Jordan.,7
What is a Goldendoodle?,7
Extract the names of the cities where UNESCO has field offices in Asia and Pacific. Separate them with a semi-colon,23
Who is Ted Lasso in the eponymous TV show?,14
what is the most talented NBA basketball team of all time?,12
Give me a bulleted list of hot dog toppings.,11
"How many boilers and engines did the Indiana have, put the answers in comma separated ascending order",18
From the passage identify the risk factors of pneumonia. Display the results in a comma separated format.,19
What is carnitine?,6
What are some creative ways to get my kids to eat vegetables?,13
How can I help soothe a teething baby?,10
Who is Artemis?,4
"What is the answer to life, the universe, and everything?",13
How is jazz music different than classical?,8
Can you think of some different cities on the American West coast?,13
Why do people shake hands?,6
Write me an email to a professor respectfully declining their request for my attendance at a conference,17
What is a symphony?,6
Who designed Washington D.C. and what are some interesting attributes about the city?,16
What are the boroughs of New York City?,10
Give me the list of British artists born before 1700,12
What are the major elements found on earth?,9
"Classify the following as indoor, outdoor, activities or both: basketball, hiking, soccer, rock climbing, mountaineering, swimming.",28
Extract the key bulletpoints I need to know about University of Oxford,13
Without quoting directly from the text tell me how Beppe Grillo died.,16
Extract the number of fights Hunt won by knockout or TKO in the below text and the year he had the most knockout wins,25
What is Cincinnati style chili?,6
"Using examples taken from the text give me a list of the first generation of ""skyscrapers"" located in the city of Chicago.",27
What is the tallest mountain in Colorado?,8
What is the current best TV show?,8
What is K8s?,6
What is Ad valorem in finance?,8
What is the capital city of the United States?,10
"Classify the following as either an insect or a dog breed: mosquito, Labrador retriever, German shepherd, ant, Siberian husky, poodle, and ladybug.",36
"Categorize the following lego sets into the appropriate themes.
Themes: City, Creator, Technic, Star Wars, Super Heroes
Sets: Police station, Mobile crane with working arm, The Bat Cave, 3 in 1 deep sea animals, Obi Wan vs Anakin duel on Mustafar, The Naboo palace, UCS Slave 1, Aston Martin with 4 speed transmission, lunar mission, realistic laptop",83
What should I do if my motherboard won't post?,10
Who was the best player in Denver Broncos franchise history?,11
What year was the first public school in America founded?,11
Who are the three main characters of the Harry Potter Series?,12
"Tell me whether each food item is high or low in protein: steak, chicken, egg, strawberry, watermelon, carrot",24
What does the 57 on Heinz ketchup bottles mean?,11
"Who were the children of the legendary Garth Greenhand, the High King of the First Men in the series A Song of Ice and Fire?",29
"Using Rene Girard's mimetic theory, which states that mutual desire for a coveted position or object among a group of individuals creates social rivalry and eventual scapegoating, write a short summary about a football team's season.",44
What is the best soccer club in the premier league?,11
How does a noise-cancelling headphone work?,10
Why is Africa the least wealthy continent per capita?,10
Give me a list of the best exploration-focused video games.,12
which are the youngest mountain ranges  in the world ?,11
How do I make good coffee?,7
Write me a message to send to a candidate recently admitted to business school from a second year MBA,19
Why are windows not attached directly to the studs of a house?,13
How do you build a roof?,7
"Identify which instrument is string or percussion: Pantalon, Chang",13
Does Delta Lake support writes or reads using the Spark Streaming DStream API?,15
What device is used to resolve combat outcomes in Quest of the Ancients?,15
"Identify which animal species is alive or extinct: Platybelodon, Lion",15
"Identify which instrument is string or percussion: Wind chime, Hardingfele",15
Give me 4 words to describe designer shoes,9
"Tell me if these are states or countries: New York, Brazil, Africa, Sweden, Indiana, California, Hawaii, Argentina",25
How long does it take to get to mars?,10
Who is the heir to the throne in England.,10
What is social media and how is it used?,10
"What are five totally distinct, creative ways to describe the usefulness of a broken stapler.",18
What came first the chicken or the egg?,9
What is an allele?,5
Extract all the locations in the text,7
"Classify each of the following as a planet or a star: Neptune, Saturn, Pollux, Sun, Jupiter, Mercury",25
"Who amongst these are women: Virat Kohli, Roger Federer, Rafael Nadal, Novak Djokovic, Serena Williams, PV Sindhu, Virender Sehwag, Maria Sharapova, Steffi Graf, Venus Williams.",45
"Inflation means that the general level of prices is going up, the opposite of deflation. More money will be needed to pay for goods (like a loaf of bread) and services (like getting a haircut at the hairdresser's).",48
Are Grizzly bears and Brown bears the same?,10
"Based on this paragraph about a singer, where was Shakira born?",14
Make up a plausible fishing story about the one that got away. Write in the first person.,19
What is Microsoft copilot,5
Marburg Virus Disease was first detected in which year?,11
Explain pickball,3
What is the nuclear magnetic resonance spectroscopy of proteins?,10
What does it mean to be customer obsessed or achieve customer obsession?,13
What kind of milk is Vietnamese coffee often served with?,11
What was the name of Dr Dolittle’s Parrot,11
What is the KPMG company?,7
"Given a reference text about Pwojè Pyebwa, who funded the project?",17
Give me 10 information extraction type questions about why Michael Jordan is the best basketball player of all time that will be used for training a large language model,30
What is the best food in the world?,9
"Given a reference text about the wraparound process, tell me what is included in a wraparound plan.",21
Can we time travel?,5
Who is the author of Atomic Habits?,9
What is Daylight savings time?,7
Who won the MLB World Series in 2020?,11
Why are over partitioned tables poor data layout strategy,10
What is the national bird of New Zealand?,9
What is DNA sequencing?,5
How do you score three points in basketball?,9
How many people visit the zoo in the US each year?,12
Name the top scorer in NBA history.,8
What is the best bike setup for Zwift's Three Little Sisters tour?,15
"Where did the word supercalifragalistic come from, and what does it mean?",19
"Based on the following paragraph about the campuses of the University of Georgia, which types of trees can be found on the campus?",25
What is a woodwind instrument?,7
Who created Doge Coin and when?,8
"From the passage provided, extract the year  Indian National Congress was founded",14
"Identify which instrument is string or percussion: Hosho, Flamenco guitar",14
Which season was Roger Federer's most important in his career?,12
What is the downside of using mulch for your landscape?,11
"Queen Elizabeth II, who reigned UK for 70 years, passed away the age of 96 at",21
"Which of these counties has only one neighbour, and which have more than one neighbour: Haiti, Russia, South Korea, Germany, Portugal, Ireland, Canada, Brazil, Denmark, Austria, Qatar and France.",42
I would like to go to Mystery Spot near Santa Cruz California. What can you tell me about the mystery surrounding the Mystery Spot and how should I plan for this trip?,34
In what year did the Geneva Conference ratify the Vietnamese Communist Victory?,14
Is there a high school in Fairdale,8
Did José Altuve cheat in 2017?,11
Write a facebook post responding to a question about whether public or private school is better,16
Why people love youtube as a search option rather then Google?,12
"Does Rajasthan - the desert state of India, have winters?",12
How do cardiac pacemakers work?,7
"Which characters belong to DC or Marvel Universe? Hawkeye, Green Arrow",14
"Which of these titles are by Walter Dean Myers and which are by Rick Riordan Jr.? Hoops, The Legend of Tarik, Ambush in the Amazon, Crystal, The Life of a Harlem Man, The Lost Hero, The Titan's Curse, The Lightning Thief, The Red Pyramid, The Demigod Diaries",65
When was the World Investment Report 2021 released by UNCTAD?,15
Summarize the following paragraph about modern fighter jets,10
Extract the sorting algorithms mentioned in the following paragraph.,10
Should I marry/ commit my significant other?,9
How many American's signed the Declaration of Independence?,10
What is Leptodactylus tapiti?,11
What do you think are the most relevant things in life?,12
Linux Second-stage boot loader,5
What's the Platinum Jubilee?,5
What are the most popular smart ring bells?,9
"Missy Elliott references what infamous celebrity couple in ""Let Me Fix My Weave?""",17
"Using the reference information, how many years was the People's Revolutionary Government in control in Grenada, and under what leader?",24
"What are some must visit places in San Diego, CA?",12
What is the B61 nuclear bomb?,8
Using examples taken from the text give me a rundown of the primary environments found in Yellowstone National Park.,20
What is the difference between a bike and an electric bike,11
Who coined the term isotherm and when?,10
Identify which car manufacturer is Japanese or American: GMC or Nissan,12
How many States are there in the United States?,10
Give me a list of top unicorns from India.,11
Please summarize what Thysanozoon nigropapillosum are,14
Who adopted Superman as per the passage?,8
"Tell me where you would find each of these in a bathroom or bedroom: sheets, pillows, toilet, shower, sink, bed, bidet",29
Which NBA franchises have the most championships?,8
What are the ingredients of a classic Greek salad?,10
Who are the two most translated English writers,8
"Classify these as either web browsers or programming languages: Firefox, Netscape, C++, Python, Internet Explorer, Edge, Ruby, C#, Safari, AOL Explorer",33
What kind of swimming pool was used in the 1908 Summer Olympics in London?,17
What languages are spoken in Switzerland,6
What is Family Mart Japan?,6
"Classify the following literals as strings or ints: ""a"", """", ""0"", 0, 0xasdf, ""0xasdf""",30
"When building a pre-stained shelf from Ikea, classify each of the following as useful or not useful for the task: a wooden dowel, a watercolor paint kit, a windowpane, a rubber mallet, a multitool, a screwdriver.",50
Give me a bulleted list of some of the greatest parks in London,14
Name some of John Grisham's bestselling novels.,11
What is the purpose of a phone case?,9
"Identify which animal species is alive or extinct: Cave Bear, Saola",14
"From the passage below, please extract the names of the general partners from a16z.",18
what are the most popular sports in america,8
List down some information about Ahilya Bai from given passage,12
"What are some things to do in Rochester, NY?",11
Who are the children of Ned and Catelyn Stark?,12
Which is the oldest dynasty still ruling?,8
"In geology, what factors determine the classification of rocks?  Place the results in a bullet list",19
In which years did the Women's Australian cricket team win the world cup,13
Can you own a car in a state with an out of state driver license?,16
What are some different ways a person could commute to work?,12
"When will the The Doors of Stone, the third book of The Kingkiller Chronicle, come out?",20
What is a difference between alligators and crocodiles?,12
"Identify which car manufacturer is Japanese or American: Dodge, Subaru",12
what is the mascot of Garfield High School in Seattle?,11
What types of things can be plugged in and powered by electricity?,13
What is a unit trust?,6
"Where can I go to register to vote in Wisconsin, or to update my registration details, such as my current address?",24
Please give me a quick overview of Franklin Roosevelt's career.,12
Best way to buy a new or used car?,10
In the english language what is alliteration?,9
"Classify each of the following as ales or lagers: helles, IPA, doppelbock, gueuze, hefeweizen, Porter, stout",33
How do I make an Old Fashioned?,9
"When categorizing walnuts, pistachios, peanuts, hazelnuts, macadamia nuts, almonds, lentils and chickpeas, which would you say are nuts and which are legumes?",39
Give me a list of things I should bring when taking a baby to the park.,17
Which bird lays the largest egg?,7
Why are some people in Argentina called Portenos?,10
What is a simple recipe for a margarita?,10
Between what oceans does the Panama Canal save time?,10
"Classify each of the following as something that should be kept private or shared publicly: credit card number, social security number, local news, weather forecast, bank account details",34
"Given the reference text about the Spanish-American war, when and how did the war end?",18
"Identify which animal is domesticated or wild: Alpaca, Java Sparrow",14
Why do people like to buy Apple products?,9
What is the best type of RV for a retired couple?,12
How fast do you move when riding a wave?,10
What should I do if I visit Sweden?,9
What is the difference between a putter and a driver in golf?,14
Name a few famous movies from 2013,9
What are the words of House Stark?,8
Why do people work out at the gym?,9
"If I have a dollar, two nickels and a quarter, how much money in total do I have. Please respond with words only, no symbols or numbers.",33
Who won the Chinese presidential elections of 1948?,11
"Who were the original members of the Pivit band, and how many albums did they record?",19
"Classify each of the following football player by goal scored : Romario, Messi, Ibrahimovic, Muller, Ronaldo",23
"I’m new to beer, recommend 5 beer styles to me",13
"I have 13 identical balls that weigh the same, and out of them, one is an odd one weighing less or more. How can I find the odd one out with a simple balance? What is the least number of times I require a simple balance to find the odd one out?",58
What are the benefits if I could turn my head around like an Owl?,15
Extract the names of influencers on Ruben Dario's poetry,11
What are top 3 cities to move in the US with no state tax,15
Who were the ministers of the cabinet of Tatarascu's government?,15
Who is the finest Indian cricketer right now?,11
"Based on this paragraph, list the schools Ted attended as a child, separated by bullets.",18
How can I drive from South Bay to San Francisco?,11
What are some movies everyone should see since the year 2000?,14
What is the difference between Montessori and Regular schooling?,10
What is a digital camera?,6
Is homekit's are necessary for a home?,10
What is Grace Hopper known for?,7
Explain the word taboo,4
Summarize what Pickleball is to me,10
Give me a list of common German car manufacturers,9
"According to Hofstadter what is the theme of the book Gödel, Escher, Bach?",20
In which country is the town of Kirchenlamitz located?,12
"Which of these are different types of renewable energy resources? Geothermal, Hydro, Machine, Solar, Star, Wind, biomass.",26
What is Attack on Titan?,6
What are the examples of analog content provided in the passage? List them separated by semicolon.,19
Please give me a short bulleted list of the top achievements John Wooden had as a coach for the UCLA men's basketball team.,25
What is the best mirrorless camera in the world,10
Why do people travel do different places?,8
"Based on the reference provided, what are some tactics firefighters use to stay safe while fighting wildfires?",20
"Given a reference text about Conus episcopatus, describe the shell.",15
Write a review of Ian Bank's The Player of Games,11
"Choose the word which is different from the rest: Swan, Chicken, Crocodile, Frog, Snake.",22
What are the five MLB teams with the most World Series wins in descending order?,16
Which Italian tractor maker tried making cars in 1960s,12
Give me some ideas on how to grow tomatoes in my back yard.,14
"Classify the below as food or drinks.
Biriyani, Pasta, Steak, cocktail, mocktail, wine",22
Name five countries in the Southern Hemisphere,7
How do influencers make money?,6
Extract the ingredients in a Manhattan cocktail from this text and present them in a bulleted list.,19
In which country is the Karachchi Divisional Council located?,13
What are five things I could do with a broken surfboard?,13
"Group these colors based on their warmth and coldness; red, yellow, purple, orange, green, blue",22
"Identify which instrument is string or percussion: Malimba, Langspil",14
How many plastic beads does it take to fill a ceramic duck?,13
Goa used to be a colony of which nation,10
What is the capital of Switzerland,6
"Identify which instrument is string or percussion: Caxirola, Ducheke",15
What is the mascot of Stanford University?,8
Who coined the term lipstick index and what does it indicate?,12
What year was Kerala formed?,6
"Identify which instrument is string or percussion: Naqara, Bouzouki",15
Give me a bunch of ways that you can get information from a book.,15
What is the hero WoD called Murph?,10
Why are pulse tools used in product assembly over impact wrenches?,14
Think up of three different animals that lay eggs,9
"Tell me whether you eat each of these with a spoon or fork: soup, ice cream, cereal, salad, pasta",24
How to stay focused during work?,7
What's the area of Fuldera village?,8
"Identify which instrument is string or percussion: Surdo, Kora",13
learn about 1989 UP–DND accord,10
Write a short paragraph to help convince someone to purchase an espresso machine.,14
"Identify which instrument is string or percussion: Mbira, Chanzy",13
List the components from this text into a comma separated list,11
Is Lake Tahoe a beautiful place for vacation/cabin rentals to immerse into nature?,16
Give me some reasons to work for a tech company,10
"Tell me whether these golfers are American, Canadian, or neither: Mike Weir, Corey Conners, Max Homa, Tiger Woods, Justin Thomas, Viktor Hovland",35
Name the movies made by Quentin Tarantino.,9
"Which of these are contact sports - hockey, badminton, tennis, grid iron football",16
What are the Spice Girls nicknames?,8
"Given a reference text about Audrey Babette Blackman, tell me her parents names and occupations.",19
What are the top boba places in San Mateo County??,12
What did José María Arizmendiarrieta do?,12
What is supply and demand?,6
What is a common nickname to the Olivella rehderi?,14
Who are the Seven Dwarfs?,8
Which club has won the most number of UEFA Champions League?,12
Why do Jews eat matza on Passover?,10
What's the appeal of a vacation rental on the Big Island of Hawaii?,14
How many paralympics did Paraskevi compete in?,12
"Classify the below natural satellites based on the whether they are moon of Mars or Jupiter. 
Phobos, Deimos, Europa, Ganymede",31
What are The Benefits of Trekking?,8
5 Technologies that makes a country powerful,7
List some of the historic Khals in A Song of Ice and Fire.,15
Why is Bangalore the best place to live in?,10
Who maintains the Tottori Expressway?,9
"which of these cities are in asia: cardiff, amsterdam, mumbai, bangalore, delhi?",23
How rich is Gabon and why?,8
Who won March Madness?,5
"What is a good second language to learn beyond English, and why?",14
Who invented the music notation that we know today?,10
What's the best binding setup for ski touring?,9
Which is a species of fish? Black Mamba or Black Sea Bass,14
Where are do the Los Angeles Lakers play their home games?,12
Where is the Burg Lockenhaus located,8
How do I cook spaghetti?,6
Why kids who pursue athletics do well in professional life ?,11
What is prize money for Abel Prize ?,8
What is the most popular sport in the UK?,10
What is the best wideangle lens for sony apec camera,12
"Identify which animal species is alive or extinct: Gastornis, Chimpanzee",17
What do they call Remembrance Day in the United States,11
How can the Federal Reserve control inflation?,8
"On a gravel bike ride, categorize which of these items are 'useful', 'not useful', 'dangerous', or ,'neither': shovel, spare tire, clock, horn, water bottle, gps, knife, snake",46
"Classify each of the following fruits and vegetables as either green or red color: cucumber, radish, watermelon, lettuce, tomato, avocado, strawberry, zucchini, broccoli, pomegranate.",38
"Identify which animal species is alive or extinct: Hallucigenia, Fin Whale",16
India’s first Hydrogen Fuel Cell Bus is indigenously developed by,13
"Based on the paragraph about the Korean War, what is the name of the new sovereign state created in the north?",23
Which city is the capital city of California?,9
"Sort these car brands and models into car types, either sedan, SUV, or sports car: Volkswagon Atlas, Porsche Boxter, Ford Mustang, Porsche Cayenne, Toyota Camry, Toyota Corolla, Dodge Durango, Chevrolet Camaro, Ford Explorer, Nissan Sentra, Porsche 911, Ford Escape, Chevrolet Equinox, Honda Pilot, Kia Telluride, Genesis G90, Honda Accord, Honda Civic, Kia Forte",86
What is the history of the saxophone?,9
Rudy Stevens became famous under which name,8
Name some famous actors from the 1930's,10
"Classify the following celebrities as Indian or Non-Indian: tom holland, gigi hadid, sara ali khan, vijay sethupathi, priyanka chopra, tom cruise, brad pitt.",45
"Classify each of the following as a character from The Matrix or from Divergent: Four, Neo, Trinity, Caleb, Jeanine, Persephone, Tris, Cypher, Marlene",39
Explain the difference between rhotic and non-rhotic dialects of English.,16
How long is the Mars 2020 mission?,10
"From the passage provided, extract when Gandhi moved to South Africa",12
How many Kangaroos are in Australia?,9
"Tell me whether these are movies about AI or other topics: , ""Ex Machina"", ""Her"", ""Transcendence"", ""I, Robot"", ""Ghost in the Shell"",  ""The Godfather"", ""Pulp Fiction"", ""The Shawshank Redemption"", ""The Dark Knight"", ""12 Angry Men""",66
What are the words of House Mormont?,10
"Given a reference text about Thomas William Dobbie, tell me his nationality.",15
What is the central limit theorem,6
What is the time value of money?,8
Tell me the mascots for the Generation 2 Pokemon games,12
"What is machine learning, and when did it first emerge?",12
what is a fast break in basketball?,8
Write about the potential ethical concerns of de-identification techniques.,12
"Given this paragraph about Taylor Swift re-recording her masters, who was responsible for the controversy?",19
"Think up a new seasoning blend that will be as popular as ""everything but the bagel"" seasoning.",21
What are different ways people help each other?,9
"Given that preserving human brains for more than a century is fairly uncommon, what do you think was the motivation for preserving Guiteau's brain?",29
Does SCI Dallas hold men or women?,8
"Given a reference text that describes LVMH, what brands are part of LVMH?",19
What are some Australian beer brands that have low or no alcohol?,13
How can sunshine lift your mood?,7
List the teams that have won IPL.,8
Give me a list of the last five european golden boots winner and tell me how many goals they scored and in which league they scored these goals.,29
"If you are traveling outside the country, categorize each of the following as either: ‘Mandatory’, ‘Good to have’, ‘Least important’. Passport, Cash of the country visiting, Power bank, Book, Pen, Laptop",44
How do you make pizza?,6
What can help with puppy teething?,8
What countries make up the Benelux region?,10
"Divide these numbers into prime, composite or neither. 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12.",49
"Without directly quoting from the text, give me a summary of the second home controversy in Gwynedd, Wales.",22
How many cities in Lithuania are larger than Neris?,11
Who is the best character on Ted Lasso?,10
What is bond duration?,5
How did Pokemon start?,5
What are some ideas for fun rainy day activities to do with a 7 year old?,18
What are the words of House Mallister?,9
List a bunch of international marathons,7
What are secondary colors?,5
What is electrical conduction?,5
What is the game of cricket?,7
"Based on the text, please give a bulleted list of Marc Andreessen’s accomplishments",17
5 steps to make a fire,6
What is Palmitic acid?,7
What is the popular TV show called where they send a number of people to a deserted island and they have to vote people off of the tribe?,29
"Imagine you are the last person alive. You're an astronaut and alone and in space aboard the ISS. Write down your feelings and what happened to get there, with a detailed backstory.",37
During which decade did neural networks first lead to practically useful systems?,13
Give me 10 different ideas for how to spend a rainy Saturday afternoon,14
Why is the Chernobyl disaster considered to be the world's worst-ever civil nuclear incident when only an excess of 15 childhood thyroid cancer deaths were documented as of 2011?,36
"Given the paragraph below, what is the population of Switzerland?",12
"List all the years in order of appearance, separated by commas.",13
What are all the books in the Lord of the Rings trilogy?,13
What are the advantages of a propane grill?,9
"I need to work out which of the following plants are edible and which are not: coleus, dandelions, yellow oleander, foxglove, roses, deadly nightshade, forsythia, begonia, angel's trumpets.",51
"Which of the following cast members have names that start with the letters A, B or P?",19
Which U.S. wine company produces the most wine in the United States?,15
What is the Great Emu War and who won?,11
Why are border collies good guard dogs,8
What makes a song popular?,6
Why should I visit Netherlands?,6
