"original","compression","original_token_count","compression_token_count","compression_ratio","rouge_1","rouge_2","rouge_l"
"What is a covalent bond?","Covalent bond definition.","7","6","0.86","0.5","0.3333","0.5"
"Identify which instrument is string or percussion: Dunun, Kanan","String or percussion: Dunun, Kanan","13","9","0.69","0.7143","0.6667","0.7143"
"How can I change the type of a column?","How to change a column type?","10","7","0.7","0.6667","0.1538","0.5333"
"Based on the passage below, without quoting, give me a summary of the origins of the King James Version of the Bible.","From the passage below, summarize the origins of the KJV; no quotes.","25","16","0.64","0.4706","0.3125","0.4118"
"Given this paragraph about Charles Inglis, give answers to the following: his father's name, his colleague's name, and his grandfather's occupation.","From this paragraph about Charles Inglis, provide: father's name; colleague's name; grandfather's occupation.","29","21","0.72","0.7","0.5263","0.7"
"What is the history of olive oil?","History of olive oil?","8","5","0.62","0.7273","0.6667","0.7273"
"What do you need for car camping?","Car camping essentials?","8","4","0.5","0.4","0.25","0.4"
"How would you go about a planning a backpacking trip into the Grand Canyon National Park.","Plan a Grand Canyon National Park backpacking trip.","18","10","0.56","0.6667","0.4545","0.5"
"I have a question regarding git. I first have a master branch, based on which i created a working branch called feature; we normally send pull request to merge the changes in feature branch to master branch. But then the team has renamed master branch to main, how should i deal with my feature branch, in order to sync with the new main branch and later pull request to merge the changes in feature to main branch instead of master branch.","Git: feature branched from master; PRs to master. Master renamed to main. How to sync feature with main and PR to merge feature into main?","88","32","0.36","0.3962","0.1154","0.3396"
"Where is Allauch","Where is Allauch","4","4","1.0","1.0","1.0","1.0"
"What are some of the most popular fantasy books from the last ten years?","Top fantasy books of the last decade.","15","8","0.53","0.4762","0.3158","0.381"
"Who won the 2022 SEC softball Season?","2022 SEC softball season winner?","10","7","0.7","0.6667","0.6","0.6667"
"What is the origin of shortbread cookies?","Origin of shortbread cookies?","9","6","0.67","0.7273","0.6667","0.7273"
"Why is it important to hug your child?","Why is hugging your child important?","9","7","0.78","0.8571","0.5","0.7143"
"What is CrossFit?","CrossFit definition?","5","4","0.8","0.4","0.0","0.4"
"Why is gluten bad for weight loss","Why is gluten bad for weight loss","7","7","1.0","1.0","1.0","1.0"
"Who directed the most episodes of season seven of Game of Thrones?","Who directed the most episodes of season seven of Game of Thrones?","13","13","1.0","1.0","1.0","1.0"
"Extract from the text the year in which Esko Olavi Ahonen was born","Extract Esko Olavi Ahonen's birth year from the text","16","13","0.81","0.6957","0.381","0.3478"
"How is the movie Scarlet Days?","How is the movie Scarlet Days?","7","7","1.0","1.0","1.0","1.0"
"What is refinancing?","What is refinancing?","4","4","1.0","1.0","1.0","1.0"
"Based on this paragraph, how many churches are in the The Association of Baptist Churches in Ireland?","From this paragraph, how many churches are in The Association of Baptist Churches in Ireland?","19","17","0.89","0.875","0.8667","0.875"
"Who is John Schneider","John Schneider","4","2","0.5","0.6667","0.5","0.6667"
"What are 5 things to do when visiting Oahu, Hawaii?","5 things to do in Oahu, Hawaii?","14","10","0.71","0.7059","0.5333","0.7059"
"Why a manager is needed for a team?","Why a manager is needed for a team?","9","9","1.0","1.0","1.0","1.0"
"Who was Hitler's mistress?","Hitler's mistress?","6","5","0.83","0.75","0.6667","0.75"
"Write a conversation between two long-time friends who run into one another five years after they initially drifted apart.","Conversation between two lifelong friends who reunite five years after drifting apart.","22","14","0.64","0.625","0.4","0.625"
"What are the best travel destinations in 2023.","Best travel destinations 2023?","11","7","0.64","0.6667","0.4","0.6667"
"What is the best way to live life","Best way to live life?","8","6","0.75","0.7692","0.7273","0.7692"
"What is the capital of Texas?","Capital of Texas?","7","4","0.57","0.6667","0.5714","0.6667"
"What do you wish you had spent more time doing when you were younger?","What would you have spent more time doing in youth?","15","11","0.73","0.5","0.2727","0.5"
"Classify the below car manufacturing companies based on their countries of origin (Germany or India).
Audi, BMW, Tata Motors, Mahindra and Mahindra","Classify car manufacturers by country of origin (Germany or India): Audi, BMW, Tata Motors, Mahindra and Mahindra","30","25","0.83","0.8205","0.7027","0.8205"
"Tell me whether those countries are in Europe or America: England, United states, France, Spain, Canada, Italy, Colombia, Peru","Tell me whether those countries are in Europe or America: England, United states, France, Spain, Canada, Italy, Colombia, Peru","27","27","1.0","1.0","1.0","1.0"
"Where was the heaviest A single filmed?","Where was the heaviest A single filmed?","9","9","1.0","1.0","1.0","1.0"
"Extract the reason why Anderson got the nickname 'Slow Mo'","Extract reason for Anderson's nickname 'Slow Mo'.","12","10","0.83","0.6667","0.25","0.6667"
"What is a modem?","Modem?","5","3","0.6","0.4","0.0","0.4"
"Why does it get hotter in the summer?","Why is it hotter in summer?","9","7","0.78","0.7143","0.1667","0.7143"
"What is the difference between and instructional designer and an elearning developer?","Difference between an instructional designer and an elearning developer?","14","11","0.79","0.7619","0.6316","0.7619"
"Which is the second most populated state in India?","Second most populated state in India?","10","7","0.7","0.8","0.7692","0.8"
"How was the Beaune Altarpiece or The Last Judgement painted","How was the Beaune Altarpiece or The Last Judgement painted","14","14","1.0","1.0","1.0","1.0"
"As of 2022, how many member states make up the European Union?","As of 2022, how many EU member states?","16","12","0.75","0.7","0.5556","0.7"
"Based on the following paragraph on the current use of obsidian, what's the difference between obsidian scalpels and steel scalpels?","Obsidian vs steel scalpels: difference per paragraph on current obsidian use.","26","17","0.65","0.5625","0.1333","0.25"
"Which characters belong to DC or Marvel Universe? Mr Fantastic, Plastic Man, Elongated Man","DC or Marvel affiliations: Mr Fantastic, Plastic Man, Elongated Man","19","15","0.79","0.75","0.6364","0.75"
"Which female artists sold over 40 million copies of an album?","Female artists with albums selling over 40 million copies.","13","11","0.85","0.7","0.4444","0.6"
"Who is Lewis Perez and what job did he hold?","Who is Lewis Perez and what job did he hold?","11","11","1.0","1.0","1.0","1.0"
"What is protein purification?","Explain protein purification.","5","4","0.8","0.5714","0.4","0.5714"
"Why do humans like to drink water?","Why humans like drinking water?","8","6","0.75","0.8333","0.4","0.8333"
"What are some of the best books written by Indian Authors?","Best books by Indian authors?","12","6","0.5","0.625","0.4286","0.625"
"How large a cluster can Spark scale to?","What is Spark's maximum cluster size?","9","8","0.89","0.2667","0.0","0.1333"
"Summarise Bernoulli's principle based on the following paragraphs.","Summarise Bernoulli's principle from the following paragraphs.","14","13","0.93","0.8235","0.6667","0.8235"
"How do you give a good presentation?","How to give a good presentation?","8","7","0.88","0.7692","0.5455","0.7692"
"Which of the following are either characters that appear in books by George R.R. Martin or Robert Jordan: Tyrion Lannister, Brienne of Tarth, Sandor Clegane, Rhaegar Targaryen, Robert Baratheon, Aviendha, Siuan Sanche, Perrin Aybara, Padan Fain, Rand al'Thor","Which characters appear in Martin's or Jordan's novels: Tyrion Lannister, Brienne of Tarth, Sandor Clegane, Rhaegar Targaryen, Robert Baratheon, Aviendha, Siuan Sanche, Perrin Aybara, Padan Fain, Rand al'Thor","75","65","0.87","0.7887","0.6087","0.7887"
"what to ask when interviewing doulas?","Doula interview questions.","8","5","0.62","0.4444","0.0","0.2222"
"What is the medical procedure PRP?","What is the medical procedure PRP?","8","8","1.0","1.0","1.0","1.0"
"From the passage provided, list the partners with whom Martina Hingis won the doubles Grand Slam in 1998","From the passage provided, list Martina Hingis's 1998 doubles Grand Slam partners.","22","18","0.82","0.7742","0.4828","0.6452"
"What is the wettest state in the US?","Wettest US state?","10","5","0.5","0.5455","0.0","0.3636"
"Why do we love social media so much?","Why do we love social media so much?","9","9","1.0","1.0","1.0","1.0"
"In the walk of fame, which star is on the wall?","Which star is on the Walk of Fame wall?","13","10","0.77","0.9","0.7778","0.6"
"What are the symptoms of Monkeypox?","Monkeypox symptoms?","8","4","0.5","0.5","0.0","0.25"
"Given the reference text below, what problem do Marbled newts' face?","From the reference text below, what problem do marbled newts face?","16","15","0.94","0.9091","0.9","0.9091"
"Map the following models sold in the UK to either the Ford or Vauxhall brands: Escort, Cavalier, Nova, Ka","Map UK models to Ford or Vauxhall: Escort, Cavalier, Nova, Ka","26","18","0.69","0.7333","0.3571","0.6667"
"What is a proof that there are two irrational numbers where raising one to the power of the other produces a rational number?","Prove there exist irrational a,b with a^b rational.","24","13","0.54","0.303","0.0","0.2424"
"What makes a good presentation in a workplace setting?","What makes a good workplace presentation?","10","7","0.7","0.8","0.4615","0.6667"
"Given this paragraph about Atlantic Hall in Nigeria, how many students does it hold, where is located and when did it open?","Atlantic Hall, Nigeria paragraph: capacity, location, opening date.","25","13","0.52","0.4","0.0714","0.3333"
"What are the top 3 boba places in Burlingame, CA?","Top 3 boba spots in Burlingame, CA?","16","13","0.81","0.7059","0.5333","0.7059"
"What would it take to build a house?","What would it take to build a house?","9","9","1.0","1.0","1.0","1.0"
"Categorize each of the following terms as related to ""golf"" or ""hockey"": puck, goal, caddy, flag, green, helmet","Classify terms as golf or hockey: puck, goal, caddy, flag, green, helmet","31","20","0.65","0.7333","0.6429","0.7333"
"Who were the last 5 Republican presidents?","Last 5 Republican presidents?","9","6","0.67","0.7273","0.6667","0.7273"
"Make me a list of types of pies I can make","List pie types I can make.","11","7","0.64","0.7059","0.2667","0.5882"
"How many counties are there in the San Francisco/San Jose/Oakland Bay Area?","How many counties are in the San Francisco–San Jose–Oakland Bay Area?","18","17","0.94","0.963","0.88","0.963"
"Tell me which of these are stars or planets: Mercury, Sirius, Betelgeuse, Jupiter, Aldebaran, Saturn, Mars, Rigel","Stars or planets: Mercury, Sirius, Betelgeuse, Jupiter, Aldebaran, Saturn, Mars, Rigel","31","25","0.81","0.7857","0.7692","0.7857"
"Identify which instrument is string or percussion: Tbilat, Harp guitar","Identify string or percussion: Tbilat, Harp guitar","15","12","0.8","0.8235","0.6667","0.8235"
"Why we need weekend","Why we need weekend","4","4","1.0","1.0","1.0","1.0"
"Where was Bob Dylan born","Bob Dylan birthplace?","5","4","0.8","0.5","0.3333","0.5"
"What are five totally distinct, creative ways to describe the usefulness of empty time?","Five distinct, creative descriptions of the usefulness of empty time.","16","12","0.75","0.6667","0.4545","0.6667"
"What is the meaning of ""Nnedi"" in Nnedi Okarafor's name?","Meaning of Nnedi in Nnedi Okarafor's name?","21","16","0.76","0.8421","0.8235","0.8421"
"Give a bulleted list of the amount of money the film ""Everything Everywhere All at Once"" earned outside of the US in the format {country}-{money earned in millions in USD}","Bulleted list of Everything Everywhere All at Once's international gross by country outside the US; format {Country}-{Millions USD}.","37","25","0.68","0.5882","0.3265","0.5882"
"Tell me whether these are cars or planes: Camaro, Piper Cub, Volvo S60, Shelby GT500, Boeing 737, Cessna, B707, Porsche, Beechcraft","Cars or planes: Camaro, Piper Cub, Volvo S60, Shelby GT500, Boeing 737, Cessna, B707, Porsche, Beechcraft","38","33","0.87","0.8649","0.8571","0.8649"
"Create a comma separated list of all countries mentioned in this paragraph on the history of test cricket","Comma-separated list of all countries mentioned in this paragraph on Test cricket history.","18","15","0.83","0.875","0.7333","0.8125"
"Which one of the following objects is least like the others, and why?
Lemon, Car, Grass, Lime","Which is least like the others, and why: Lemon, Car, Grass, Lime?","23","18","0.78","0.8276","0.7407","0.8276"
"What are the branches of the United States Government?","Branches of the US Government?","10","6","0.6","0.5714","0.3333","0.5714"
"Is it football or soccer that they play in the Netherlands?","Football or soccer in the Netherlands?","12","7","0.58","0.7059","0.5333","0.7059"
"Which of the following country belongs to Asia and North America? China, Canada, Pakistan, Mexico","Which country belongs to both Asia and North America? China, Canada, Pakistan, Mexico","19","17","0.89","0.8571","0.6923","0.8571"
"What is an API endpoint?","What is an API endpoint?","6","6","1.0","1.0","1.0","1.0"
"Where is Tesla, Inc. headquarters?","Tesla, Inc. HQ location?","8","7","0.88","0.4444","0.2857","0.4444"
"In which year did the Seattle SuperSonics win the NBA championship?","What year did Seattle SuperSonics win the NBA championship?","14","12","0.86","0.8","0.6667","0.8"
"If the year is 2020, is the Samsung E1200 still in production?","In 2020, is Samsung E1200 in production?","18","13","0.72","0.6316","0.3529","0.6316"
"How many provinces are there in the Netherlands","How many Dutch provinces?","8","5","0.62","0.5","0.2","0.5"
"What is the largest American state by land mass?","Largest US state by land area?","10","7","0.7","0.5333","0.3077","0.5333"
"What are different routes a wide receiver could run if the team needs to gain over 10 yards in one play.","List WR routes for >10 yards in a single play.","23","12","0.52","0.3871","0.1379","0.3226"
"What ages are considered newborn, toddler, child and teenager?","What ages are considered newborn, toddler, child and teenager?","12","12","1.0","1.0","1.0","1.0"
"Given this paragraph about triathlon, who founded ironman","Given this paragraph about triathlon, who founded ironman","11","11","1.0","1.0","1.0","1.0"
"Classify each of the following as either a type of donut or a fruit candy brand: old-fashioned, Skittles, Mamba, maple bar, sprinkles, raised, Starburst, cruller, bear claw, apple fritter, Airheads","Classify each item as a donut type or a fruit candy brand: old-fashioned, Skittles, Mamba, maple bar, sprinkles, raised, Starburst, cruller, bear claw, apple fritter, Airheads","51","47","0.92","0.8966","0.7143","0.8621"
"Who is Pia Olsen Dyhr","Who is Pia Olsen Dyhr","6","6","1.0","1.0","1.0","1.0"
"Make a bullet list of 5 gifts you can give someone for Valentine's Day","Bulleted list of 5 Valentine's Day gifts.","15","10","0.67","0.6957","0.4762","0.6087"
"What are the three types of mobile app described in the passage.","Three types of mobile apps described in the passage?","13","10","0.77","0.8571","0.8421","0.8571"
"What's the population of Mattim Birta?","Population of Mattim Birta?","9","7","0.78","0.7273","0.6667","0.7273"
"Identify which car manufacturer is Japanese or American: Lila, Lincoln","Japanese or American car makers: Lila, Lincoln","13","10","0.77","0.7059","0.4","0.5882"
"what is a project milestone?","Project milestone definition?","6","4","0.67","0.5","0.3333","0.5"
"Who wrote the novel Tom Jones in 1749","Author of Tom Jones (1749)?","10","8","0.8","0.4615","0.1818","0.4615"
"Given this paragraph, what method of scientific study did Edmund Selous champion?","Given this paragraph, what method of scientific study did Edmund Selous champion?","15","15","1.0","1.0","1.0","1.0"
"What is a good gift for a seven year old boy?","Gift ideas for a 7-year-old boy?","12","10","0.83","0.6316","0.3529","0.6316"
"Summarize some of the controversies about Lululemon Athletica","Summarize some Lululemon Athletica controversies.","15","13","0.87","0.7692","0.3636","0.6154"
"what are non-fungible token","non-fungible token definition","7","6","0.86","0.6667","0.5714","0.6667"
"Who designed the St. John the Baptist, Blackrock church?","Architect of St. John the Baptist Church, Blackrock?","13","12","0.92","0.7059","0.4","0.5882"
"From the passage provided, extract the well-known superheroes from Marvel comic books.","From the provided passage, extract the well-known Marvel superheroes.","15","12","0.8","0.8696","0.381","0.6957"
"Extract all the years from the following text.","Extract all years from the text.","9","7","0.78","0.8571","0.5","0.8571"
"Name some countries that don't share a border with any other countries.","Name some countries with no land borders.","13","8","0.62","0.5","0.2222","0.4"
"Who is raiden shogun?","Who is raiden shogun?","8","8","1.0","1.0","1.0","1.0"
"Can you list down some points about Jo-Anne Polak from the given text?","List points about Jo-Anne Polak from the given text.","17","13","0.76","0.8333","0.7273","0.8333"
"Tell me in which country are the following cities: Zaragoza, Albufeira, Bari, Amfissa and Targoviste.","Countries of Zaragoza, Albufeira, Bari, Amfissa, Targoviste.","28","20","0.71","0.5455","0.3","0.5455"
"What are the names of all Depeche Mode albums?","All Depeche Mode album names?","12","8","0.67","0.7143","0.5","0.5714"
"What is the biggest planet from the solar system?","Largest planet in the solar system?","10","7","0.7","0.5333","0.3077","0.5333"
"Summarize Romania's history and founding.","Summarize Romania's history and founding.","9","9","1.0","1.0","1.0","1.0"
"What are remarkable provinces in the Netherlands?","Remarkable Dutch provinces?","8","5","0.62","0.4","0.0","0.4"
"Extract the names of the team involved to perform inception on Robert. Separate them with a comma.","Extract team names involved in inception on Robert; separate with a comma.","19","14","0.74","0.7586","0.3704","0.6897"
"What was Mark Twain's actual name?","Mark Twain's real name?","8","6","0.75","0.6667","0.4","0.6667"
"Classify each as either a game or a sport: chess, checkers, badminton, monopoly, table tennis, swimming, diving, bridge, basketball, go, shogi, tennis, risk, field hockey.","Classify as game or sport: chess, checkers, badminton, monopoly, table tennis, swimming, diving, bridge, basketball, go, shogi, tennis, risk, field hockey","43","38","0.88","0.913","0.7727","0.913"
"Here is a list of movies. Which of these are considered to be Action Movies. American Graffiti, Rain Man, Mission Impossible, Goldfinger, Speed, The Devil's Advocate, The Magnificent Seven, Dazed and Confused, Die Hard, Top Gun.","From this list, which are action movies: American Graffiti, Rain Man, Mission Impossible, Goldfinger, Speed, The Devil's Advocate, The Magnificent Seven, Dazed and Confused, Die Hard, Top Gun.","54","46","0.85","0.8182","0.7187","0.8182"
"How old was Dominik Volek when he made his Czech Extraliga debut?","Dominik Volek age at Czech Extraliga debut?","18","13","0.72","0.5263","0.3529","0.5263"
"What does the term March Madness refer to in college basketball?","What is March Madness in college basketball?","12","8","0.67","0.6667","0.375","0.6667"
"What is the law of sines?","Law of sines?","8","5","0.62","0.6667","0.5714","0.6667"
"From the passage provided, extract information about the new proposed airport in Mumbai","From the passage, extract information on the new proposed Mumbai airport","14","12","0.86","0.8333","0.4545","0.75"
"Who was the second man to set foot on the moon","Second man to set foot on the Moon?","11","9","0.82","0.8421","0.8235","0.8421"
"Where is Tiger Woods from?","Tiger Woods from where?","6","5","0.83","0.8889","0.5714","0.6667"
"What is a Maiestas trifasciatus","Define Maiestas trifasciatus.","9","8","0.89","0.5","0.3333","0.5"
"Given this paragraph about Zoom, where is the company based and when was the Zoom software released?","From this Zoom paragraph, where is Zoom based and when was its software released?","19","16","0.84","0.7742","0.3448","0.6452"
"Give me a list of golf clubs you should carry in your golf bag.","List golf clubs to carry in a golf bag.","15","10","0.67","0.6957","0.2857","0.6087"
"What is a pyroclastic flow?","Define pyroclastic flow.","8","6","0.75","0.5","0.3333","0.5"
"Which martial art or arts did Brazilian jiu-jitsu derive from?","Which martial art or arts did Brazilian jiu-jitsu derive from?","14","14","1.0","1.0","1.0","1.0"
"What are some interesting things to do in the spa town of Harrogate, North Yorkshire?","What are some interesting things to do in Harrogate, North Yorkshire (spa town)?","18","17","0.94","0.9286","0.7692","0.7857"
"What was the estimated Gini coefficient of South Africa during 2008-2009?","Estimated Gini coefficient for South Africa, 2008-2009?","18","15","0.83","0.7","0.4444","0.7"
"Whose period was known as the Golden Age of Rome?","Whose period was Rome's Golden Age?","12","9","0.75","0.7059","0.4","0.5882"
"Identify which instrument is string or percussion: Balafon, Chrotta","Classify Balafon, Chrotta as string or percussion.","15","14","0.93","0.625","0.4286","0.375"
"List the ten episode titles from the first season of ""Game of Thrones"" in broadcast order.","List the 10 Season 1 episode titles of Game of Thrones in broadcast order.","19","17","0.89","0.8","0.5714","0.7333"
"Give me a list of some of the famous stock market indices.","List some famous stock market indices.","13","7","0.54","0.6667","0.375","0.6667"
"How is the price of an Uber ride calculated?","How is Uber ride price calculated?","10","7","0.7","0.8","0.3077","0.6667"
"What is Chiropractic treatment?","What is Chiropractic treatment?","5","5","1.0","1.0","1.0","1.0"
"Given a reference text about the Queen Isabella Memorial Bridge, tell me how long it is and when it opened.","From a reference text about the Queen Isabella Memorial Bridge, give its length and opening date.","22","18","0.82","0.6111","0.4706","0.6111"
"Give me a list of the best Romantic Comedy Movies","List top romantic comedies.","10","6","0.6","0.4286","0.1667","0.4286"
"From the passage provided, extract the name of the last song recorded by Kishore Kumar","From the passage provided, extract the name of the last song recorded by Kishore Kumar","17","17","1.0","1.0","1.0","1.0"
"Give me a list of the best albums of all-time","List all-time best albums.","11","6","0.55","0.625","0.2857","0.375"
"What are the 4 best ski resorts in New England.","Top 4 New England ski resorts?","12","8","0.67","0.625","0.2857","0.375"
"Where does the molecular formula of D-allulose?","Molecular formula of D-allulose?","10","8","0.8","0.7692","0.7273","0.7692"
"Why is the sun more intense at high altitude","Why is the sun more intense at high altitude","9","9","1.0","1.0","1.0","1.0"
"By what other name does Bunnie DeFord go by?","Bunnie DeFord alias?","13","7","0.54","0.3333","0.2","0.3333"
"what the most popular books written by Malcom Gladwell?","Most popular Malcom Gladwell books?","12","8","0.67","0.7143","0.3333","0.5714"
"Provide a bulleted list of the results of the 1968 United States elections.","Bulleted list of 1968 U.S. elections results.","17","13","0.76","0.5714","0.2105","0.4762"
"What are some easy to buy birthday gifts for a coworker?","Suggest easy-to-buy coworker birthday gifts.","13","9","0.69","0.6667","0.375","0.5556"
"Using this definition, can you summarize why hyperventilation is considered dangerous?","Using this definition, summarize why hyperventilation is dangerous.","15","12","0.8","0.8421","0.5882","0.8421"
"Based on the text provided, what does a minimum spanning tree optimize?","Total edge weight (sum of its edge weights).","14","10","0.71","0.0","0.0","0.0"
"Who was offered the presidency of Israel in 1952 (turned down)","Who was offered Israel's presidency in 1952 and declined?","15","13","0.87","0.6667","0.3158","0.5714"
"What is the difference between ADLS Gen 1 and 2?","ADLS Gen1 vs Gen2 differences?","14","9","0.64","0.2667","0.0","0.1333"
"Tell me which season is associated with each of these items: flowers, snowflakes, leaves falling, beaches","State the season for each item: flowers, snowflakes, leaves falling, beaches.","21","17","0.81","0.5926","0.4","0.5926"
"Identify which instrument is string or percussion: Sounding stone, Cobza","Classify as string or percussion: Sounding stone, Cobza","14","13","0.93","0.6667","0.625","0.6667"
"Who is Germain Damar?","Who is Germain Damar?","7","7","1.0","1.0","1.0","1.0"
"What makes the game Overwatch appealing?","Why is Overwatch appealing?","8","6","0.75","0.4","0.25","0.4"
"Classify these movies based on their release year
Kedarnath, Bala, Raazi, Kaashi, Article 15","Classify Kedarnath, Bala, Raazi, Kaashi, Article 15 by release year","26","20","0.77","0.75","0.5455","0.5833"
"who is Haile Sellassie?","who is Haile Sellassie?","8","8","1.0","1.0","1.0","1.0"
"Where is the largest living thing located?","Location of the largest living thing?","8","7","0.88","0.7692","0.5455","0.6154"
"per this reference of Itsunen Shoyu, who did he convince to bring Zen Buddhism to Japan?","Per Itsunen Shoyu's reference, who did he convince to bring Zen Buddhism to Japan?","20","19","0.95","0.9032","0.6897","0.8387"
"Where does the country of Japan get its name from?","Where does Japan's name come from?","11","8","0.73","0.5882","0.1333","0.5882"
"How can listening to music attentively influence you?","How does attentive music listening affect you?","10","8","0.8","0.6667","0.0","0.4"
"Given the following summary of the book ""Human Compatible"" by Stuart Russell, what is the author's proposal to overcome the limitations of the standard approach for developing AI?","From the Human Compatible summary (Stuart Russell), what's the author's proposal to overcome the limitations of the standard AI development approach?","32","25","0.78","0.8077","0.52","0.6923"
"Given the paragraph about the Colnago C40, in which year was a Colnago-branded bicycle first ridden by the overall classification winner in the Tour de France?","From the Colnago C40 paragraph, what year did the Tour de France overall winner first ride a Colnago-branded bicycle?","35","28","0.8","0.6809","0.3556","0.3404"
"What are the Olympic Games?","What are the Olympics?","6","5","0.83","0.8889","0.8571","0.8889"
"Give me a list of golf ball options to use this weekend.","List golf-ball options for this weekend.","13","8","0.62","0.6316","0.3529","0.6316"
"Which is a species of fish? Tonguefish or Tongue","Which is a species of fish? Tonguefish or Tongue","13","13","1.0","1.0","1.0","1.0"
"What is sleep training?","Sleep training?","5","3","0.6","0.6667","0.5","0.6667"
"What is a Cheque card?","Cheque card definition?","7","4","0.57","0.5","0.3333","0.5"
"Tell me when did the Borussia Dortmund found?","When was Borussia Dortmund founded?","9","6","0.67","0.6154","0.3636","0.6154"
"Compose a rhyming toast to getting together with old friends","Rhyming toast for getting together with old friends.","12","11","0.92","0.7778","0.625","0.7778"
"Who designed the current Indian flag?","Who designed India's current flag?","7","6","0.86","0.6667","0.2","0.6667"
"Give me a list of the past five Malaysian Prime Ministers","List the past five Malaysian Prime Ministers.","11","8","0.73","0.7778","0.625","0.7778"
"Please give a brief history of AI.","Brief AI history.","8","4","0.5","0.6","0.0","0.4"
"Which of these US states either border the ocean or are land-locked: Colorado, Alaska, Wisconsin, Hawaii, Washington, Oregon, Indiana, Maine, Nebraska, Florida and California.","Which US states border the ocean or are landlocked: Colorado, Alaska, Wisconsin, Hawaii, Washington, Oregon, Indiana, Maine, Nebraska, Florida, California?","37","33","0.89","0.8444","0.6512","0.8444"
"Give me bulleted list of the five most common shots in lawn tennis","Bulleted list: five most common lawn tennis shots.","14","11","0.79","0.7619","0.4211","0.6667"
"Is the manatee an endangered species?","Is the manatee endangered?","8","6","0.75","0.8","0.5","0.8"
"What is your worst habit?","What's your worst habit?","6","5","0.83","0.8","0.5","0.8"
"Sell me this pencil","Sell me this pencil","4","4","1.0","1.0","1.0","1.0"
"Extract the type of animals that a wolf would feed on","Extract wolf prey types","11","4","0.36","0.4","0.0","0.2667"
"What is a geodetic system?","Geodetic system definition?","8","6","0.75","0.5","0.3333","0.5"
"Please provide some information about Worcester Park railway station from the given passage","Worcester Park railway station info from the given passage.","13","12","0.92","0.7273","0.6","0.7273"
"Can you give examples of extreme conditions for habitation?","Examples of extreme habitation conditions?","10","6","0.6","0.7143","0.3333","0.5714"
"How many languages are spoken in India?","How many languages in India?","8","6","0.75","0.8333","0.6","0.8333"
"Give me a list of the best right point breaks in Southern California","List best right point breaks in SoCal.","13","9","0.69","0.6","0.4444","0.6"
"Write a paragraph on why I should quit my job and live off the land.","Write a paragraph on why I should quit my job and live off the land.","16","16","1.0","1.0","1.0","1.0"
"Identify which instrument is string or percussion: Mridangam, Gambus","Identify which instrument is string or percussion: Mridangam, Gambus","15","15","1.0","1.0","1.0","1.0"
"What is oxidation reduction potential?","What is oxidation reduction potential?","6","6","1.0","1.0","1.0","1.0"
"Tell me whether these are hockey teams or soccer teams: Anaheim Ducks, Calgary Flames, Brighton & Hove Albion, Edmonton Oilers, Arsenal, Aston Villa, Brentford, Los Angeles Kings, San Jose Sharks, Seattle Kraken, Crystal Palace, Everton, Vancouver Canucks, Vegas Golden Knights, Chelsea.","Are these hockey or soccer teams: Anaheim Ducks, Calgary Flames, Brighton & Hove Albion, Edmonton Oilers, Arsenal, Aston Villa, Brentford, Los Angeles Kings, San Jose Sharks, Seattle Kraken, Crystal Palace, Everton, Vancouver Canucks, Vegas Golden Knights, Chelsea?","61","57","0.93","0.9474","0.8649","0.9211"
"From the passage provided, extract the population of Andhra Pradesh","From the passage provided, extract the population of Andhra Pradesh","11","11","1.0","1.0","1.0","1.0"
"What are the three official languages in Belgium ?","Belgium's three official languages?","9","7","0.78","0.6154","0.3636","0.4615"
"What kind of u-boat was the SM U-30","What class was SM U-30 U-boat?","12","11","0.92","0.7778","0.375","0.5556"
"What is a bloom filter index and when should I use it?","Bloom filter index: what is it, when to use?","13","12","0.92","0.7619","0.3158","0.4762"
"List the first four main characters of Ann M. Martin's ""The Baby-Sitters Club"" books.","List the first four main characters from The Baby-Sitters Club books by Ann M. Martin.","21","19","0.9","0.875","0.7333","0.6875"
"What is the difference between Holland and The Netherlands?","Difference between Holland and The Netherlands?","10","7","0.7","0.8","0.7692","0.8"
"What is the oldest part of Boston to live in, based on the historic neighborhood?","Oldest Boston area to live in, by historic neighborhood.","17","12","0.71","0.5833","0.2727","0.5833"
"who is the prime minister of india","Prime Minister of India?","7","5","0.71","0.7273","0.6667","0.7273"
"Tell me which of these countries have won a Fifa World Cup Final: Argentina, Mexico, USA, France, China","Which of these countries have won a FIFA World Cup Final: Argentina, Mexico, USA, France, China?","24","22","0.92","0.9412","0.9375","0.9412"
"Name the nation that was hit badly by Typhoon Hagibis in the last 60 years?","Nation badly hit by Typhoon Hagibis in the last 60 years?","20","16","0.8","0.8462","0.5833","0.7692"
"How many Olympic venues are there for canoeing","How many Olympic canoeing venues?","9","7","0.78","0.7692","0.3636","0.6154"
"What is the best age to drive a car?","Best age to drive a car?","10","7","0.7","0.8","0.7692","0.8"
"Given the paragraph, what is the term budgie smuggler colloquially use to describe?","From the paragraph, what term is budgie smuggler colloquially used to describe?","20","19","0.95","0.88","0.6087","0.8"
"Which second-season episode of Game of Thrones did Neil Marshall direct?","Which Season 2 GoT episode did Neil Marshall direct?","13","12","0.92","0.6667","0.3158","0.6667"
"Write some points about Ministry of Public Health (Thailand) using given text as a reference","Points about Thailand's Ministry of Public Health using reference text.","17","12","0.71","0.7692","0.3333","0.6154"
