original,original_token_count,compressed,compressed_token_count
Where is the best place to see the northern lights?,11,Best places to see Northern Lights,7
What are the 5 largest ski and snowboard resorts in North America?,14,List 5 largest North American ski and snowboard resorts,10
"Tell me whether the following people are athletes: LeBron James, Eileen Gu, Bjergsen, Rory McIlroy, Naomi Osaka.",37,"Are these people athletes: LeBron James, Eileen Gu, Bjergsen, Rory McIlroy, Naomi Osaka",32
How do you motivate and focus a team to exceed expectations during a terrible economic downturn?,20,Motivate and focus team to exceed expectations in terrible economic downturn,13
Tell me who were the last three monarchs of the United Kingdom. Give it to me in a bulleted list with the format <name> (<start date> - <end date>),45,"Bulleted list: last 3 United Kingdom monarchs, format <name> (<start date> - <end date>)",30
What is the difference between interface and abstract class in Java?,12,Difference: Java interface vs abstract class,9
Where is Muckle Water?,6,Muckle Water location,4
What is a bunk bed?,7,Define bunk bed,4
"Give me a list of things to do in Washington, DC",13,"List activities in Washington, DC",6
Why you should have 2 incomes,7,Why have two incomes,5
What is a question mark?,7,Define: question mark,5
"Please give me a short bulleted list of the key events that happened in Kobe Bryant’s early life in time order, from earliest to the latest.",36,Provide short bulleted list of Kobe Bryant's early-life key events in chronological order (earliest to latest),26
"Who is the Jeff Bezos equivalent in China, and how much of net worth is him or her?",23,"Who is China's Jeff Bezos equivalent, and what is their net worth",18
"which of these words do not belong in the same category? peel, organic, fruit, yellow, mushy, crunchy.",27,"Which words don't belong in same category: peel, organic, fruit, yellow, mushy, crunchy",24
What are some popular books about baseball?,8,Popular baseball books,3
"How do the definitions of ""first-degree relative"" and ""nuclear family"" differ?",22,How do first-degree relative and nuclear family definitions differ,12
Why do you love travelling,5,Why do you love travelling,5
How to take care of a horse?,9,Horse care tips,3
"Identify which instrument is string or percussion: Cuica, Kokles",16,"Cuica, Kokles: string or percussion",11
What characteristics are IPAs known for?,9,What are IPAs known for,7
"Who has been an announcer on the gameshow ""The Price is Right""?",17,Price Is Right announcers,7
What are the top 5 rock bands of all time?,11,Top 5 rock bands of all time,7
Without quoting directly from the text give me a summary of how turist visit the falls even if they are used for hydroelectric power production.,33,"Summarize how tourists visit falls despite hydroelectric power production, without direct quotes",17
"Identify which instrument is string or percussion: Tsymbaly, Yehu",19,"Classify Tsymbaly, Yehu as string or percussion",16
"Please classify the following items as either “waterproof” or “water absorbent”: umbrella, paper towel, sponge, raincoat, dish rag, car windshield.",36,"Classify as waterproof or water absorbent: umbrella, paper towel, sponge, raincoat, dish rag, car windshield",25
What is a planet ?,7,Definition of planet,3
"Classify each of the following as either a city or a country:  Seoul, Shanghai, Sao Paolo, Singapore, Sweden.",29,"Classify as city or country: Seoul, Shanghai, Sao Paolo, Singapore, Sweden",19
What is my Chinese Zodiac sign (animal)?,13,My Chinese zodiac animal,6
"From this list, tell me which are U.S. states: Oregon, Guam, St. Thomas, District of Columbia, Washington, New Mexico, Ohio, Montana, Puerto Rico",38,"Which items on this list are U.S. states: Oregon, Guam, St. Thomas, District of Columbia, Washington, New Mexico, Ohio, Montana, Puerto Rico",36
"Based on this paragraph, why was Jake released from prison?",12,"From this paragraph, why was Jake released from prison",10
Do Texans have a Southern accent?,10,Texans' Southern accent,6
"Based on the reference text, provide a one sentence overview of Dogecoin",17,"Based on reference text, provide one sentence overview of Dogecoin",14
What is electricity?,4,Define electricity,3
Why did House Targaryen leave Valyria?,14,Why did Targaryens leave Valyria,13
"What is it like living in Chicago, Illinois?",10,"Life in Chicago, IL",6
Which fruits are most often candied fruit?,9,Which fruits are most often candied,7
What are the different RAID configurations?,9,What RAID levels exist,5
"You've bought a condominium in the city, your first home, with more rooms than your previous apartments. It doesn't have a garage or any yard. Which of the following items would be handy? A lawnmower, a bus pass, a security system, more bathroom towels, wall art, gardening tools, a washer and dryer set, a car",80,"City condo, first home, more rooms than before; no garage or yard. Which items would be handy: lawnmower, bus pass, security system, extra bathroom towels, wall art, gardening tools, washer/dryer, car",49
Approx. how many nurses were enrolled in World War 2?,14,Approx. how many nurses enrolled in WWII,10
Which movie do you like the most and why do you like it?,14,Your favorite movie and why,5
Who created the first piano?,6,First piano inventor,3
What is the capital of Australia?,7,Capital of Australia,3
What is an ionic bond?,8,Ionic bond definition,4
Describe to me in clear detail what the amazon logo looks like.,14,Describe Amazon logo in detail,6
How many stories is the Empire State Building?,9,Empire State Building stories,4
What is a Limited company?,7,What is Limited company,4
How do I open a bank account?,9,How to open bank account,5
How many languages are there worldwide?,7,How many languages exist worldwide,5
What skis should I buy?,7,What skis should I buy,6
"I have got assigned a task to classify the following items as flammable or inflammable. Could you please help me with the classification? 
Here is the list of items: water, alcohol, gasoline, and orange juice",47,"Classify as flammable or inflammable: water, alcohol, gasoline, orange juice",19
How much do clouds weigh?,6,How much do clouds weigh,5
What are the 3 laws of motion that Newton defined?,11,What are Newton's three laws of motion,9
How many episodes in season one of Game of Thrones did Tim Van Patten direct?,17,How many episodes in Game of Thrones S1 did Tim Van Patten direct,15
Name some famous hindi film actors,8,Name famous Hindi film actors,5
"Identify which instrument is string or percussion: Riq, Surbahar",16,"Classify as string or percussion: Riq, Surbahar",14
What is a computer network?,7,Define computer network,4
Who composed the theme song for the movie Marvin's Room?,14,Marvin's Room theme song composer,8
"Which is a bird or fish: Redhorse sucker, Red-necked grebe",24,"Bird or fish: Redhorse sucker, Red-necked grebe",20
"Classify the following as an animal or plant. Polar bear, Oak Tree, Venus Flytrap, Shire Horse, Aloe vera, Golden retriever",33,"Animal or plant: Polar bear, Oak Tree, Venus Flytrap, Shire Horse, Aloe vera, Golden retriever",27
"Explain me the concept of ""Karma"" in Buddhism.",12,Explain Karma in Buddhism,5
What is Cadoo?,6,Cadoo definition,4
Use the text to tell me what competitions Irina Aksyonova won or placed highly in.,24,"From text, list competitions Irina Aksyonova won or placed highly in",20
"Given these paragraphs about battery storage power stations, for how long a battery storage power station can output?",22,"From these paragraphs on battery storage power stations, how long can storage power station output",17
What are some common vegetables and fruits to put on tacos?,14,Common veggie and fruit toppings for tacos,10
Where should I go hut skiing in Canada?,10,Where to hut-ski in Canada,8
What is the name of the movie made by Ben Affleck and Matt Damon about the company Nike?,22,Name of Ben Affleck–Matt Damon film about Nike,15
5 best source of water,5,5 best water sources,4
What is the name of Special Agent Dana Scully's daughter?,16,Dana Scully's daughter's name,11
What is the best way to recover from a shoulder SLAP tear?,16,Best recovery for shoulder SLAP tear,8
What was the last year the Ford Pinto was manufactured,11,Last year Ford Pinto manufactured,6
Who was Else Schmitz-Gohr,11,Who was Else Schmitz-Gohr,11
Is butter required to make cookies?,8,Is butter required for cookies,6
Provide a bulleted list of the controversies regarding Uber and a brief summary of each,22,Bulleted list of Uber controversies with brief summaries for each,17
"Based on this passage, which years did the Patriots win the Super Bowl?",16,"From this passage, which years did Patriots win Super Bowl",12
"Are the following books fantasy or science fiction: Red Mars, The City We Became, The Three-Body Problem, the Harry Potter series, A Game of Thrones, Dune, The Fifth Season.",43,"Fantasy or sci-fi: Red Mars, City We Became, Three-Body Problem, Harry Potter series, Game of Thrones, Dune, Fifth Season",35
When was Bobby Moore born and when did he die?,12,When was Bobby Moore born and when did he die,11
Give a bulleted list of the main characteristic of metals listed in the passage,18,Bulleted list of metals' main characteristic from passage,12
What color of light does the Haugsholmen Lighthouse emit?,16,Haugsholmen Lighthouse light color,10
Which is a species of fish? Swordtail or Excalibur,15,Which is species of fish? Swordtail or Excalibur,13
List the Pixar movies that have won Academy Awards.,12,Pixar films that have won Academy Awards,9
"Tell me whether the following are foods or beverages: coffee, water, corn, tea, rice, beef.",22,"Foods or beverages: coffee, water, corn, tea, rice, beef",16
"Identify which car manufacturer is British or American: Jaguar, GMC",14,"British or American car makers: Jaguar, GMC",10
What is the political system of Germany?,8,Germany's political system,5
"Given this paragraph about magnesium, what is the melting point of magnesium in celsius?",19,"From this magnesium paragraph, melting point in Celsius",9
What's a famous music in Morocco,9,Famous Moroccan music,3
Where is Venezuela?,4,Where is Venezuela,3
What is the oldest higher learning institution in the United States,11,Oldest U.S. higher-ed institution,11
"Tell me whether these songs are performed by Nick Cave & The Bad Seeds or by Radiohead: Karma Police, The Good Son, The Mercy Seat, Creep, Planet Telex, Deanna, Pyramid Song, Airbag, Tupelo, Into My Arms, The National Anthem, Morning Bell, Lament, Idioteque, Red Right Hand, Straight To You",86,"Radiohead: Karma Police, Creep, Planet Telex, Pyramid Song, Airbag, National Anthem, Morning Bell, Idioteque; Nick Cave & Bad Seeds: Good Son, Mercy Seat, Deanna, Tupelo, Into My Arms, Lament, Red Right Hand, Straight To You",73
Is there a correlation between the milestones required between Data AI/ML and Intelligent Automation (RPA) value curve over time?,28,"Correlation between milestones for Data, AI/ML and RPA value curve over time",19
"Given this paragraph about the history of Beijing, when did Beijing get the current name?",17,"From Beijing history paragraph, when did Beijing acquire its current name",12
When is Thai New Year?,6,Thai New Year date,4
What is the Winged Victory monument?,9,What is Winged Victory monument,7
What is Bayes theorem,9,What is Bayes theorem,9
The Khongjom Day is celebrated by which Indian state,12,Khongjom Day celebrated by which Indian state,10
How do people collaborate in a hybrid work environment?,11,How do people collaborate in hybrid work,7
Name a good sorting algorithm,7,Good sorting algorithm,4
What is the first step in teaching someone how to ski?,12,First step in teaching someone to ski,7
What is the difference between soccer(football) and American football?,14,Difference between soccer(football) and American football,10
"Given a reference text about Easter eggs, tell me what they are, what they symbolize, and where they originated from?",25,"From reference text on Easter eggs, explain what they are, what they symbolize, and where they originated",20
"Describe what it's like in Breckenridge, Colorado",13,"Describe Breckenridge, CO",7
Who are the last three french presidents ?,10,Last 3 French presidents,5
Why do my fingers hurt when playing guitar?,9,Why do fingers hurt when playing guitar,7
"What is ""the Scully effect?""",9,What is Scully effect,6
"Identify which instrument is string or percussion: Ravanne, Sursingar",17,"Ravanne, Sursingar: string or percussion",12
Are there rules that you should live by to be happy?,12,What rules to live by for happiness,7
What are the teams in the NL Central Division in Major League Baseball?,15,MLB NL Central teams,5
What movie won best picture at the Oscars in 2023,12,Best Picture Oscar winner 2023,6
Who gave the slogan of Quit India and Simon Go Back?,13,Who coined Quit India and Simon Go Back slogans,13
What type of YouTube Channel did Danla Bilic have?,12,Danla Bilic's YouTube channel type,9
where is khargone?,7,Khargone location,4
Write a diary entry for a dog that only likes one person that lives in the house on a day that their favorite person was gone all day.,33,"Diary entry from dog that loves only one person who lives in house, about day their favorite person was away all day",24
"Given this paragraph about Simon Bolivar, tell me when and where they were born, and what they are known for",24,"From this paragraph about Simon Bolivar, give his birth date, birthplace, and what he is known for",24
Which is a species of fish? Tailor or Sailor,13,Fish species: Tailor or Sailor,8
"Tell me which of these countries has more than 1 billion population: Japan, Canada, United States, Russia, China, India",25,"Which of these countries have population >1B: Japan, Canada, United States, Russia, China, India",22
Why are Asian women’s fancy clothes so expensive,10,Why are Asian women's fancy clothes so expensive,10
When is the World Teacher's Day celebrated?,10,World Teacher's Day date,6
What do economists study?,6,What do economists study,5
What was the 97th Rifle Division,10,What was 97th Rifle Division,9
"In a section labeled ""Isaac Asimov's Autobiography Volumes"", from the given paragraph list the names of the volumes of Asimov's autobiography in chronological order with the following format {YEAR} - {TITLE} separated by newlines. Then, in a new section, list Janet Asimov's contributions in a section labeled ""Asimov Biographies Janet Asimov Wrote or Contributed To"" in the same format.",118,"From given paragraph, in 'Isaac Asimov's Autobiography Volumes' section list Asimov's autobiography volumes chronologically as {YEAR} - {TITLE}, one per line. Then in 'Asimov Biographies Janet Asimov Wrote or Contributed To' section list Janet Asimov's contributions in same format, one per line",96
What should I do if my baby doesn't sleep in the night?,16,What should I do if my baby doesn't sleep in night,14
To which London club did Mycroft Holmes belong,9,To which London club did Mycroft Holmes belong,9
"Classify the following elements as metal or noble gas: Argon, Iron, Copper, Krypton, Neon, Silver, Thorium, Radon, Helium, Xenon, Erbium, Tin, Protactinium",52,"Metal or noble gas: Argon, Iron, Copper, Krypton, Neon, Silver, Thorium, Radon, Helium, Xenon, Erbium, Tin, Protactinium",46
"Given this paragraph about the history of the marathon, who won the first official olympic marathon.",22,"From this marathon history paragraph, who won first official Olympic marathon",12
What happens if I let go of a helium balloon?,15,What happens if I release helium balloon,10
"Identify the bird from the list: Racoon, Golden eagle, Anteater",21,"Identify bird: Racoon, Golden eagle, Anteater",17
Name a very famous family of composers & musicians of late baroque,17,Name very famous late-Baroque family of composers & musicians,15
Name the person  from Bangladesh who won Pulitzer Prize 2022,12,Name person from Bangladesh who won Pulitzer Prize 2022,11
"Identify which instrument is string or percussion: Mangey, Tro",15,"String or percussion instrument: Mangey, Tro",11
"You come across a bear which is brown in color, has flat shoulders, and has large ears. What kind of bear is it?",28,"Brown bear, flat shoulders, large ears—what kind is it",13
"Which of these sports are team sports: golf, basketball, boxing, running, cycling, baseball",20,"Team sports among: golf, basketball, boxing, running, cycling, baseball",16
How can I get from San Francisco airport to downtown San Francisco?,13,How to get from SFO to downtown SF,10
What was The Last Dance about?,7,Last Dance about what,4
"Identify which instrument is string or percussion: Sheker, Taishogoto",17,"String or percussion: Sheker, Taishogoto",12
"When going snowboarding what equipment will you need: Snowboard, boots, umbrella, computer, TV, gloves, bindings",25,"Snowboarding gear needed: Snowboard, boots, umbrella, computer, TV, gloves, bindings",20
Who is the youngest driver to win a Formula 1 race?,13,Youngest F1 race winner,6
5 Mistake to avoid in road trip,8,5 mistakes to avoid on road trips,7
Why did Christopher Columbus think he had sailed to Asia instead of America? What maps did he have at his disposal?,27,"Why did Columbus think he reached Asia, not America? What maps were available to him",18
"Classify the below substances based on their natural physical state (Solid or Gas).
Methane, Gold, Silver, Platinum",27,"Classify natural physical state (Solid or Gas) of Methane, Gold, Silver, Platinum",21
Compare middle eastern music and western music,7,Compare middle eastern music and western music,7
What is Summer House the TV show?,8,What is Summer House TV show,6
"Which is an imperial or a metric measurement: yard, metre",16,Imperial or metric: yard or metre,9
Write a brief passage arguing why beach volleyball is better than indoor volleyball.,16,Briefly argue beach volleyball is better than indoor volleyball,10
"In the series A Song of Ice and Fire, who is the founder of House Slynt?",21,"In ASOIAF, who founded House Slynt",13
What are the rules changes made to baseball this year?,11,This year's baseball rule changes,7
What are different ways of data collection?,8,Data collection methods,3
Tell me about the film The Catechism Cataclysm,16,Catechism Cataclysm film overview,12
"Imagine that one day, a universally acknowledged property of time is bended. What is that property? Write about the new world under that setting.",32,Imagine day when time's universally acknowledged property is bended. What property? Describe new world under this setting,25
why my laptop won't start?,8,why my laptop won't start,7
Where did Bo Jackson attend college?,7,Bo Jackson college,3
What bosses are there and what is their loot in Chapter four season 2 in Fortnite,21,Fortnite Chapter 4 Season 2 bosses and their loot,14
What affects tiredness?,6,What affects tiredness,5
Where is Horsfieldia nervosa nervosa endemic to?,22,Where is Horsfieldia nervosa nervosa endemic,20
What is Russia-Ukraine Conflict?,9,Explain Russia-Ukraine conflict,7
Based on the following passage which dried fruit is sold the most?,13,"From passage, which dried fruit is sold most",9
What is a standing wheelchair?,7,What is standing wheelchair,4
What is the best way to travel from Philadelphia to Raleigh?,12,Best way to travel Philadelphia to Raleigh,7
What career did  GeLing Yan have?,9,What career did GeLing Yan have,8
What is the best day for cold calling?,9,Best day for cold calling,5
"Classify the names of the Prime Ministers based on whether they belong to France or Canada.
Élisabeth Borne, Bernard Cazeneuve, Justin Trudeau, Paul Martin",41,"Classify PM names by country (France/Canada): Élisabeth Borne, Bernard Cazeneuve, Justin Trudeau, Paul Martin",34
Where is the best place to get married,8,Best places to marry,4
What are the common area of property maintenance that a home owner must deal with?,17,Common property-maintenance areas for homeowner,9
"Classify each of these as a red fruit or an orange fruit: strawberry, cherry, orange, kumquat, tangerine, raspberry",33,"Classify as red or orange fruit: strawberry, cherry, orange, kumquat, tangerine, raspberry",26
Who are the parents of Vivek Oberoi?,12,Vivek Oberoi parents,7
"Sort the following volumes in ascending order: 300 imperial gallons, 2000 imperial pints, 500 litres, 1 cubic meter, 10000 imperial ounces, 1500 imperial quarts.",48,"Sort ascending: 300 imperial gallons, 2000 imperial pints, 500 litres, 1 cubic meter, 10000 imperial ounces, 1500 imperial quarts",42
How do McEwan and Sharp share the same parents if their mother was married to a different man when Sharp was born?,27,How can McEwan and Sharp share parents if Sharp's mom married another man when Sharp was born,22
Tell me about Holi and why so many people in the world celebrate it?,16,Explain Holi and why so many people worldwide celebrate it,11
"Identify which instrument is string or percussion: Rock gong, Yazheng",18,"String or percussion: Rock gong, Yazheng",13
When was Mahatma Gandhi born?,9,When was Mahatma Gandhi born,8
"Given this paragraph, what is the out of state acceptance rate at the University of Virginia?",18,"From this paragraph, what is University of Virginia's out-of-state acceptance rate",18
What services does Microsoft offer?,6,Microsoft services,2
How do I become a Data Scientist?,9,How to become data scientist,5
The founder of Gupta dynasty was,13,Gupta dynasty founder,10
Is competition healthy?,5,Is competition healthy,4
What are the big five animals in Africa ?,10,Africa's Big Five animals,6
List down some points about military base from the given passage.,12,Extract points about military base from given passage,8
Which is a species of fish? Koi or Toy,13,Which is species of fish? Koi or Toy,11
"Identify which instrument is string or percussion: Candombe drums, Datong",19,"String or percussion: Candombe drums, Datong",14
what was the early uses of computers?,8,What were early uses of computers,6
What is the meaning of 'akamai'?,11,Meaning of 'akamai',7
Why are there so many rules about table manners?,11,Why so many table manners rules,7
What is a Downcountry Mountain Bike?,10,Downcountry mountain bike definition,5
What is the best way to get more protein in my diet?,13,Best way to increase protein intake in my diet,9
"Summarise from the given text, Why do people like pets?",15,Summarise why people like pets from given text,11
Was the USS Rachel Seaman built in the 20th century?,14,Was USS Rachel Seaman built in 20th century,11
Write a script about a dystopian past where wars are fought between religion and technology. A younger challenges the ways of the elders.,32,Write script set in dystopian past where religion and technology wage war; younger challenges elders' ways,21
Name some famous orange cats.,6,Name some famous orange cats,5
When do Muslims fast?,5,When do Muslims fast,4
Who was Thales?,5,Who was Thales,4
"From this list of American sports teams categorise them as American Football, Basketball, Baseball or Hockey. Cincinnati Bengals, Boston Celtics, Washington Capitals, Washington Capitals, Los Angeles Dodgers, Atlanta Braves, Phoenix Suns, New York Rangers, Chicago Bears",61,"Categorize this list of American sports teams into American Football, Basketball, Baseball or Hockey: Cincinnati Bengals, Boston Celtics, Washington Capitals, Washington Capitals, Los Angeles Dodgers, Atlanta Braves, Phoenix Suns, New York Rangers, Chicago Bears",59
How do you cook the perfect pizza?,8,How to cook perfect pizza,5
"Identify which instrument is string or woodwind: Tenoroon, Tembor",18,"Classify Tenoroon, Tembor as string or woodwind",15
What is the difference between algebra and calculus?,10,Algebra vs calculus: difference,10
"From this passage, extract the names of the three Amtrak California routes and separate them with commas.",23,"From this passage, extract three Amtrak California routes, separated by commas",17
Give me a quick exercise I can do every day,11,Provide quick daily exercise,4
"Given this paragraph about the rock band The Basics, what is notable about the Get Back album?",20,"From this paragraph about Basics, what's notable about Get Back album",15
How many bowl games have the University of Georgia football team won?,13,How many bowl games has UGA football won,9
Provide 5 different ways you could improve a typical home's ambience,14,List 5 ways to improve typical home's ambience,10
What are some good quality movies I can watch?,10,Recommend high-quality movies to watch,10
What is a speech language pathologist?,9,What is speech language pathologist,6
What is the English football league system?,8,Explain English football league system,5
How do you make money?,6,How do you make money,5
"Identify which car manufacturer is French or American: Renault, RAM",13,"Which car manufacturer is French or American: Renault, RAM",11
Please describe what Business Process Mapping is and why it is used,13,Describe Business Process Mapping and its purpose,9
"Classify which of these cars are German brands and which are Japanese: BMW, Mercedes Benz, Nissan, Toyota, Honda, Audi.",28,"German vs Japanese car brands: BMW, Mercedes Benz, Nissan, Toyota, Honda, Audi",21
"In the series A Song of Ice and Fire, who is the founder of House Bar Emmon?",20,Who founded House Bar Emmon in Song of Ice and Fire,12
"Classify the following as ""animate"" or ""inanimate"": humans, rocks, houses, plants, trees, cars, flowers, curtains, walls",31,"Classify as animate/inanimate: humans, rocks, houses, plants, trees, cars, flowers, curtains, walls",26
List five titles by J.K. Rowling.,11,List five titles by J.K. Rowling,10
What is the difference between aerobic and anaerobic exercise?,14,Difference between aerobic and anaerobic exercise,10
Name all the movies in the Harry Potter series,9,List all Harry Potter films,5
What are some common root vegetables for cooking?,9,Common root vegetables for cooking,5
"classify each of the following strings as positive or negative: ':)', ':(', 'i love you', 'i do not like you', 'happy', 'sad'",52,"Classify as positive or negative: ':)', ':(', 'i love you', 'i do not like you', 'happy', 'sad'",47
In the first few months how many children were registered?,11,First few months: how many children were registered,9
What is the new format of world cup 2026,10,2026 World Cup format,5
What are the common formats of competitive debate in the US?,12,Common US competitive debate formats,5
Are there companies that build a plane end to end?,12,Which firms build airplane end-to-end,9
"Identify which instrument is string or percussion: Cymbal, Kontigi",17,"Cymbal, Kontigi: string or percussion",12
Name the novel for which Douglas Stuart won the Booker.,12,Name Douglas Stuart's Booker-winning novel,10
"Classify each car as a Ford or Tesla: Model Y, F150, Focus, Fiesta, Model X",27,Model Y Tesla; F150 Ford; Focus Ford; Fiesta Ford; Model X Tesla,21
Which is a species of fish? Tiger barb or Sabretooth,15,Which is species of fish? Tiger barb or Sabretooth,13
How did the introduction of broadband in India in the early 2000s impact Indian movie culture?,18,Impact of early-2000s broadband in India on Indian cinema culture,13
"In Islam, cateogorize each of the following as either 'haram' or 'halal'. Pork, Beef, Chicken, Fish, Alcohol, fasting.",40,"Islam: classify each item as 'haram' or 'halal': pork, beef, chicken, fish, alcohol, fasting",31
Give me a list of actors who won an Oscar in the last 5 years and tell me for which movie they won it.,26,List Oscar-winning actors in last 5 years and their winning movies,13
What is the largest country in South America by land mass?,12,South America's largest country by land area,9
How long did it take for ironworking to be commonplace in West Africa following its introduction in Northern Africa?,22,How long after ironworking's introduction in North Africa did it become commonplace in West Africa,19
"According to this paragraph, what is the only state in North America that is an archpelago?",21,"According to this paragraph, which North American state is only archpelago",15
Write a poem about a little neurodiverse boy with amazing gifts.,17,Poem about little neurodiverse boy with amazing gifts,13
"Among rock musicians of the late 20th century, tell me which of the following are singers or drummers: Bon Scott, Tommy Lee, Sebastian Bach, Robert Mason, Phil Rudd, Alex Van Halen, Mick Brown, Klaus Meine, David Lee Roth, Rob Halford",58,"Among late-20th-century rock musicians, which of these are singers or drummers: Bon Scott, Tommy Lee, Sebastian Bach, Robert Mason, Phil Rudd, Alex Van Halen, Mick Brown, Klaus Meine, David Lee Roth, Rob Halford",54
Name the two cities in India in which Kirby Building Systems produces their goods.,16,Two Indian cities where Kirby Building Systems produces goods,10
Which Dickens novel is considered an autobiography,11,Dickens autobiographical novel,7
"Extract the names of people mentioned and their significance in the following format:

[Name]: [Significance]",24,Extract person names and significance; format: [Name]: [Significance],18
What languages are spoken in Tunisia?,9,Spoken languages in Tunisia,7
write a poem about the state of georgia,12,Poem about state of Georgia,7
What are the names of the four tennis grand slam tournaments?,16,Names of four Grand Slam tennis tournaments,9
Which is the oldest civilization in the world?,9,Oldest civilization,3
What is the weather like in New Jersey?,9,New Jersey weather,3
Extract the venues of each Phish concert referenced in this paragraph and list in bulleted format.,21,Extract venues for each Phish concert referenced in this paragraph; present as bullet list,17
What is a Pythagorean triple?,12,Pythagorean triple,7
"Extract the title of the game, the name of its developer and the name of the main character and separate them by a comma.",30,"Extract game title, developer, main character; separate with comma",15
What's the architecture in Maskavas Forstate look like?,14,What does Maskavas Forstate architecture look like,10
Is AI a risk to humanity?,9,AI risk to humanity,4
What is RTGS?,6,What is RTGS,5
"From the passage provided, extract the union territories that encompass South India. Separate them with a comma.",25,"From passage, list union territories in South India, separated by commas",15
"Classify the below items based on the type of current they use, AC or DC.
charging of batteries, fans, bulbs, air conditioners",30,"Classify by current type (AC/DC): charging batteries, fans, bulbs, air conditioners",21
What year did World War 2 end?,8,When did WWII end,4
Give me a sample of three of Australian Animals.,12,Three Australian animals,3
What does it take to become an airplane pilot in the USA?,13,Requirements to become airplane pilot in USA,10
What are three cities on the east coast of Florida?,11,List three east-coast FL cities,7
"Tell me whether each of these ski resorts are in Colorado or California: Big Bear, Mammoth, North Star, Vail, Aspen, Telluride",35,"State for each ski resort: Big Bear, Mammoth, North Star, Vail, Aspen, Telluride",26
Many people are hesitant to invest resources toward slowing down or even reversing the effects of climate change because they think it does not make sense if only a small portion of the population invests resources. They think it is stupid to do so until everyone agreed to do so or is forced by policy. What is the reason that some people still do so?,76,Why do some still invest resources to slow or reverse climate change despite free-rider concerns and lack of universal participation or policy,26
Explain telephone numbering system of Russia ?,9,Explain telephone numbering system of Russia,7
Give me a list of the last iceskate i've never seen,19,List most recent ice skate models I haven't seen,13
"Classify the below substances based on their natural physical state.
Water, Mercury, Copper, Oxygen, Nitrogen, Wood",27,"Classify these substances by their natural physical state: Water, Mercury, Copper, Oxygen, Nitrogen, Wood",24
What are some typical characters of Siamese cats?,12,Siamese cat traits,6
"Besides a putter, what other golf clubs would suffice for a putting stroke?",21,Which clubs besides putter would suffice for putting stroke,13
How do I fix the engine of my car?,10,How to fix car engine,5
What causes an airplane wing to fly?,9,What makes airplane wing fly,6
"Identify from this list which are Crayola crayon colors: banana biscuits, razzle dazzle rose, whoopsie daisies, purple pizzazz, carnation pink, cotton candy, unmellow yellow, macaroni and cheese, coffee table blue, craisin, aquamarine, jazzberry jam, sea green",76,"Which of these are Crayola crayon colors: banana biscuits, razzle dazzle rose, whoopsie daisies, purple pizzazz, carnation pink, cotton candy, unmellow yellow, macaroni and cheese, coffee table blue, craisin, aquamarine, jazzberry jam, sea green",73
What is Kendrick Lamar famous for?,10,What is Kendrick Lamar famous for,9
"Identify which car manufacturer is German or American: Tesla, Elektron Motors",16,"German or American car makers: Tesla, Elektron Motors",12
Think of three different colors that mens suits are often,11,List three common colors for men's suits,9
How do you make the best shepherds pie?,10,Best way to make shepherds pie,7
"Using the two paragraphs below, when was the Ukrainian Chorus Dumka of NY founded, and when did it play in Ukraine for the first time?",33,"From two paragraphs below, when was Ukrainian Chorus Dumka of NY founded and when did it first perform in Ukraine",25
When is the first day of summer 2023?,10,First day of summer 2023,6
is a career in public accounting a good way to go,13,Is public accounting good career path,7
"When cleaning a house, categorize each of the following as ""useful"" or ""not useful"": Broom, Mop, Vacuum, Sand, Dirt, Dust Pan, Food",43,"House cleaning: categorize items as 'useful' or 'not useful': Broom, Mop, Vacuum, Sand, Dirt, Dust Pan, Food",39
What colours are on the flag of the Netherlands?,10,Netherlands flag colours,3
What is a Synchronous Concurrent Algorithm (SCA)?,18,Definition of Synchronous Concurrent Algorithm (SCA),15
Based on the above passage classify Bermudians based on their descent along with respective percentages in a bracket. Display the results in a comma separated format.,38,"From above passage, classify Bermudians by descent with bracketed percentages; output comma-separated",28
What is the indigenous name for Dunk Island?,10,Indigenous name of Dunk Island,6
Think of a bunch of ways that you could clean a house.,15,Brainstorm ways to clean house,6
Why do we grow two sets of teeth?,9,Why do we grow two sets of teeth,8
What is the best Florida Key,6,Best Florida Key,3
What are the new 7 Wonders Cities:,9,New7Wonders Cities,7
what is oracle?,6,Oracle definition,2
When was the first newspaper published in the United States?,11,When was first U.S. newspaper published,9
Write a short strategy on how to increase your chances to win a chess game.,20,Concise strategy to improve your chances of winning chess game,15
What types of BBQ can you get in North Carolina?,11,Types of BBQ available in North Carolina,8
"Can you summarize for me in no more than three paragraphs the book, ""The Little Engine That Could"", by Watty Piper?",28,Summarize 'The Little Engine That Could' by Watty Piper in up to three paragraphs,22
What does bpa-free mean?,10,What is BPA-free,6
"classify the following as sports vs other activities: cricket, talking, writing, running, dancing, football, golf, construction, plumbing, swimming, paragliding, racing, getting late",41,"Classify as sports vs other activities: cricket, talking, writing, running, dancing, football, golf, construction, plumbing, swimming, paragliding, racing, getting late",39
When was Irina Vysheslavska born?,14,Irina Vysheslavska birth date,12
Is it better to ski or snowboard?,9,Is it better to ski or snowboard,8
What is molecular biology?,7,Define molecular biology,6
what was the world's first stored-program computer?,13,First stored-program computer,6
What should I do if my laptop has been hacked?,14,Laptop hacked—what to do,8
