original,original_token_count,compressed,compressed_token_count
How does a tack work in windsurfing?,14,How does windsurf tack work,9
"Classify the plants based on the pollination method.
Magnolias, water lilies, Vallisneria, Zostera",30,"Classify Magnolias, water lilies, Vallisneria, Zostera by pollination method",24
"Identify which instrument is string or percussion: Kpanlogo, Shamisen",18,"String or percussion: Kpanlogo, Shamisen",13
According to his business card what job did Al Capone do,12,According to his business card what job did Al Capone do,12
List me some details regarding carreer of lawyer Harry L. Shorstein,16,Career details of lawyer Harry L. Shorstein,10
"Identify which animal species is alive or extinct: Shastasaurus, Arctic Fox",18,"Which are alive or extinct: Shastasaurus, Arctic Fox",14
Which league are West Ham in and where is there ground?,12,Which league are West Ham in and where is there ground,11
What are dogs?,4,Define dogs.,4
"Classify these as animals or vehicles: helicopter, car, sheep, dog, bike, bus, van, tiger, cat, llama, deer, tractor, airplane, ship, rabbit, snake",45,"Animals or vehicles: helicopter, car, sheep, dog, bike, bus, van, tiger, cat, llama, deer, tractor, airplane, ship, rabbit, snake",42
"Which of these animals typically travel through the air and which travel through the water: whale, shark, eagle, sea turtle, hummingbird, blue jay, octopus, and robin.",48,"Air vs water travel: whale, shark, eagle, sea turtle, hummingbird, blue jay, octopus, robin",37
"List some of the great houses that appear in the series ""A Song of Ice and Fire.""",19,List some great houses in Song of Ice and Fire,10
Who is Sachin Tendulkar?,9,Who is Sachin Tendulkar,8
write short essay on Buzz Aldrin experience on moon,10,write short essay on Buzz Aldrin experience on moon,10
"how many strings guitar have?
how guitar projects sound?
what are different types of guitar?",18,how many strings guitar have? how guitar projects sound? what are different types of guitar,17
"From the passage provided, extract the products & services owned by Meta. Separate them with a comma.",26,"From passage, list Meta's products & services, comma-separated",21
write a short essay on day spent in central park,11,short essay: day spent in Central Park,8
Explain the best way to swing a golf iron compared to a golf driver.,18,Best swing: iron vs. driver,9
What are three uses of a sheet besides bedding?,12,List three uses of sheet besides bedding,8
"Classify the below natural satellites based on the planet. 
Titan, Europa, Moon, Ganymede",23,"Classify satellites by planet: Titan, Europa, Moon, Ganymede",17
Who was the most popular musical artist in the 1980s?,12,Who was most popular musical artist in 1980s,9
"According to this paragraph, what records did Stevens break as a basketball coach?",17,What records did Stevens break as basketball coach in this paragraph,12
Why is Mediterranean diet considered the healthiest?,10,Why is Mediterranean diet considered healthiest,8
What is the best part of living in the Midwest?,11,Best part of living in Midwest,6
Who was Nike in Greek Mythology?,9,Who was Nike in Greek Mythology,8
What was the SS Frosta,7,SS Frosta?,5
What is the volume of a rectangular prism,10,Volume of rectangular prism,5
"Your organized flight has been canceled. Write a letter to the airline company. You should 1) complain about the situation, 2) request what you need from them to make a travel insurance claim, 3) suggest what they should do in future situations.",51,Your organized flight has been canceled. Write letter to airline. 1) complain about cancellation; 2) request what you need from them to file travel-insurance claim; 3) suggest what they should do in future situations,42
What are the words of House Buckwell?,9,House Buckwell motto?,5
Queen Elizabeth II was crowned at Westminster Abbey on which date?,13,When was QEII crowned at Westminster Abbey,11
"Classify the cities based on whether they are located in Eritrea or Gabon.
Keren, Franceville, Asmara, Port-Gentil, Assab, Libreville",43,"Classify Keren, Franceville, Asmara, Port-Gentil, Assab, Libreville by country (Eritrea or Gabon)",36
Can airplanes land in windy conditions?,9,Can planes land in wind,6
Who are the  most referred to Devas in the Rigveda as per the passage?,21,Which Devas are most referred to in Rigveda per passage,16
Did David Petrarca direct any episodes in the second season of Game of Thrones?,18,Did David Petrarca direct any Season 2 episodes of Game of Thrones,15
What are 3 things to consider when picking a mountain to ski at?,15,3 things to consider when choosing ski mountain,8
"Tell which of these musicians is a guitarist or a bassist:  Eddie Van Halen, Nikki Sixx, Steve Harris, Billy Sheehan, Steve Vai, Joe Satriani, Matthias Jabs, Jimmy Bain, Mick Mars, Vivian Campbell, Angus Young",63,"Label each musician as guitarist or bassist: Eddie Van Halen, Nikki Sixx, Steve Harris, Billy Sheehan, Steve Vai, Joe Satriani, Matthias Jabs, Jimmy Bain, Mick Mars, Vivian Campbell, Angus Young",57
Give me a bulleted list of the winners of the The Masters Tournament for the last decade.,21,Bulleted list of Masters Tournament winners for last decade,11
Why is it so hard to predict which teams will make the Men's College Basketball Final Four?,20,Why is predicting Final Four teams in men's college basketball so hard,15
"Given this paragraph about battles during India Independence day, what was the date when India win the Independence",20,"From this paragraph on battles during India's Independence Day, what date did India win independence",19
Why is LaSalle Street in Chicago important?,10,LaSalle Street (Chicago) importance,10
How can I save money when travelling?,8,Ways to save money while traveling,7
"Identify which animal species is alive or extinct: Tyrannosaurus Rex, Amazon River Dolphin",21,"Alive or extinct: Tyrannosaurus Rex, Amazon River Dolphin",16
Which Taylor Jenkins Reid books have been made into a production (movie or TV)?,20,Taylor Jenkins Reid books adapted to film or TV,10
"Classify each of the following theme parks as Disney or Universal Studios: Magic Kingdom, Islands of Adventure, Epcot, Typhoon Lagoon, Volcano Bay",35,"Classify these theme parks as Disney or Universal: Magic Kingdom, Islands of Adventure, Epcot, Typhoon Lagoon, Volcano Bay",31
Why is cricket the most viewed sport in India?,11,Why is cricket India's most viewed sport,10
"Tell me whether these cities are in Texas: Austin, Houston, New York, Chicago, Miami, Dallas",21,"Are these cities in Texas: Austin, Houston, New York, Chicago, Miami, Dallas",18
"Given this paragraph, what method of scientific study did Edmund Selous champion?",15,"Given this paragraph, what method of scientific study did Edmund Selous champion",14
Who was Paramahansa Yogananda?,13,Who was Paramahansa Yogananda,12
"Which characters belong to DC or Marvel Universe? Namor, Aquaman",14,"DC or Marvel? Namor, Aquaman",9
Tell me some children's songs that I might use for a class.,16,List children's songs for classroom use,8
Abel Prize  is given in which field ?,10,Abel Prize awarded in what field,7
How do you make an Old Fashioned Cocktail?,11,How to make Old Fashioned,7
What is Christmas?,4,Christmas definition,2
What does the acronym IMET stand for?,9,What does IMET stand for,6
Can you write a High Five to a colleague for the partnership at a customer account and the hard work he did?,27,Write High Five to colleague for customer account partnership and his hard work,13
"Classify each of the following as a eukaryote or prokaryote: E. Coli, worm, grouper, algae, salmonella, porcupine",43,"Classify as eukaryote or prokaryote: E. coli, worm, grouper, algae, Salmonella, porcupine",37
What are the main impacts to the earth as a result of climate change.,16,What are main impacts of climate change on Earth,9
What was the first road trip after Elson joined Indiana University?,13,Elson's first road trip after joining IU,11
What is a smart contract?,7,Smart contract definition?,4
Is cacao good for you?,7,Is cacao good for you,6
What is a protractor?,8,Protractor definition,4
What are some of the major cities in Australia?,10,Major cities in Australia,4
"Identify which animal species is alive or extinct: Terror Bird, Narwhal",18,"Alive or extinct: Terror Bird, Narwhal",13
What is a music chord?,7,Music chord definition?,4
Name five NBA teams in the Eastern Conference.,9,List 5 NBA Eastern Conference teams,6
How should I deal with my kid's allergy?,11,How to handle my child's allergy,8
Give me the top 5 golf equipment company names.,10,Top 5 golf-equipment company names,9
"Based on the autopsy, list the contributing factors to Farley's death in bullet format.",20,"Autopsy-based contributing factors to Farley's death, bullet list",15
What is a data pipeline?,7,What is data pipeline,4
What is the best way to drink coffee?,9,Best way to drink coffee,5
Who is William Crump?,6,Who is William Crump,5
Which episode of season two of Game of Thrones did Alik Sakharov direct?,17,Which episode of season two of Game of Thrones did Alik Sakharov direct,16
Who is the company Roche,5,Who is Roche,3
What is the most important thing about being a parent of a three year old?,18,What's most important thing about parenting 3-year-old,12
What are the differences between the New York Giants and New York Jets?,16,Differences between NY Giants and NY Jets,10
What should you pay attention to when buying a house?,12,What to consider when buying house,6
Describe the quantitative easing in 3 bullet points or less.,13,Describe QE in 3 bullets or fewer,11
what is the difference between ARM and x86 chipsets?,16,ARM vs x86 chipsets difference,13
What are the main differences between traditional fishing with a spinning rod or baitcasting rod and fly fishing?,22,Main differences between traditional spinning/baitcasting fishing and fly fishing,14
what's a scenario in which you see lots of value for CDC ?,18,What scenario shows CDC's high value,9
What are pajamas?,6,What are pajamas?,6
Why Bengali language is famous,6,Why Bengali language is famous,6
What to do when you are bored?,8,What to do when bored,5
"Tell me whether these are food or drink: juice, hamburger, coke, pizza, hotdog, steak, lemonade, apple cider.",30,"Food or drink: juice, hamburger, coke, pizza, hotdog, steak, lemonade, apple cider",24
Extract the most famous songs of the slashtones in a comma separated list.,22,"List Slashtones' most famous songs, comma-separated",19
What are some interactive toys for toddlers?,9,Interactive toys for toddlers,5
Who invented Calculus?,5,Who invented calculus?,5
What was the app after the second app released by YouTube?,12,What app followed YouTube's second app release,9
What is a Treasury Bond?,7,Treasury bond definition,3
"Identify which animal is domesticated or wild: Guinea pig, Common",15,"Domesticated or wild: Guinea pig, Common",10
How do influencers make money?,8,How do influencers monetize,8
"I want to try shooting sports, Can you throw some light on this using the given text as a reference?",23,Explain shooting sports using provided text as reference,8
What is the smallest state in the USA?,10,Smallest US state by area,6
Which is a species of fish? Banjo or Guitar,12,Species of fish? Banjo or Guitar,10
"Identify which animal species is alive or extinct: Arctodus, Cross River Gorilla",20,"Alive or extinct: Arctodus, Cross River Gorilla",15
What is on the DVD Our Favorite Things,10,Contents of Our Favorite Things DVD,9
How to become good friends with your neighbor?,9,How to become good friends with your neighbor,8
Who became king of Holland in 1806?,10,1806 Holland king?,6
Explain inter frame,3,Explain inter frame,3
Do Texans have a Southern accent?,10,Texans' Southern accent?,7
Which is a species of fish? Grass carp or Grass,19,Which is species of fish? Grass carp or Grass,17
"Categorize these modes of transportation into ""would use to go across continents"" ""would use for daily commuting"" ""would use for fun"": car, bicycle, boat, airplane, dune buggy, skateboard, rv, truck, sled, train",63,"Categorize transport modes into would use to go across continents; would use for daily commuting; would use for fun: car, bicycle, boat, airplane, dune buggy, skateboard, rv, truck, sled, train",57
What is Jon Snow's true name?,9,Jon Snow's true name,6
"Using this passage, extract all the years associated with the area.",14,"From this passage, list all years associated with area",10
"Identify which instrument is string or percussion: Lambeg, Hurdy-gurdy",21,"String or percussion: Lambeg, Hurdy-gurdy",16
Tell me about the various road types in USA?,10,USA road types,3
What is a good slogan for carpet?,9,Good carpet slogan?,4
Where was Jeff Bezos born?,9,Jeff Bezos birthplace?,8
"My cat is constantly meowing by the door after I let her out once, but it's dangerous for cats to be outdoors unsupervised. What are some ways I can train her to stop meowing?",42,Cat keeps meowing at door after one outdoor outing; outdoors unsupervised is dangerous. How can I train her to stop meowing,27
Who were the ministers of the cabinet of Tatarascu's government?,17,Ministers in Tatarascu's cabinet,10
How tall can a human being theoretically be?,11,How tall can human being theoretically be,8
"Identify which instrument is string or percussion: Binzasara, Calabrian Lira",21,"String or percussion: Binzasara, Calabrian Lira",16
To which family belongs the Caltha scaposa,13,Caltha scaposa family?,10
What is the air speed velocity of an unladen swallow?,12,air speed velocity of unladen swallow,7
To acquire Swedish citizenship by naturalisation what should be the minimum age of the applicant and what documents are required.,22,Swedish citizenship by naturalisation: minimum age and documents required,11
What is First-stage boot loader,8,What is First-stage boot loader,8
What kind of food comprises Estonian cuisine?,9,What foods are in Estonian cuisine,7
What are the most expensive cities in the world ?,11,Most expensive cities worldwide,4
What are the two different continental tournaments that Roger Lemerre won ?,16,Which two continental tournaments did Roger Lemerre win,11
What programming languages does freeCodeCamp teach to students?,11,What programming languages does freeCodeCamp teach,8
What movie received the most nominations for the 70th Academy Awards?,14,Most-nominated movie at 70th Academy Awards,11
What were the 'Big Four' railway companies in the UK before nationalisation,16,What were UK's Big Four railway companies before nationalisation,12
What black sweet is particularly popular in the Netherlands,9,What black sweet is particularly popular in Netherlands,8
List some common symptoms that someone may experience if they acquired a gastrointestinal bug.,18,List common GI bug symptoms,6
Tell me about the inversion in postcolonial theory,11,Explain inversion in postcolonial theory,8
"Tell me which of the following are states in the United States of America: Washington, Oregon, California, Idaho, Toronto, Canada, England.",29,"Which of these are U.S. states: Washington, Oregon, California, Idaho, Toronto, Canada, England",23
how to get started with data science and machine learning?,11,Getting started with data science and machine learning,9
What is the difference between a Fender Strat and Gibson Les Paul guitar?,17,Difference between Fender Strat and Gibson Les Paul guitar,11
Provide a list of cities you drive through to get from San Diego to Phoenix,16,List cities en route from San Diego to Phoenix,10
What's the most impressive thing happened in the world since you were born?,16,What's most impressive world event since you were born,11
Write a brief about your recent vacation,8,Describe your recent vacation briefly,6
Where is Seth McFarlane from?,10,Origin of Seth McFarlane,8
Give me a list of the ten best romance novels of all time,15,List 10 best romance novels of all time,8
What are the different types of shots in ice hockey,11,Ice hockey shot types,4
Name a battlefield surgeon,5,Name battlefield surgeon,3
When was Mar-a-Lago built?,10,When was Mar-a-Lago built,9
When did the England national team last win the football World Cup,12,When did England last win football World Cup,8
Write a brief paragraph of the benefits of attending Arizona State University,13,Write brief paragraph of benefits of attending Arizona State University,10
Who played Dr. Jerry Buss in the show Winning Time?,14,Who played Dr. Jerry Buss in Winning Time,11
What should you eat before playing in a sporting  event?,13,What to eat before sporting event,7
What’s the easiest coffee brewing method?,10,Easiest coffee brewing method,9
Which team was relegated from the league at the conclusion of the 1991 Season?,18,Which team was relegated from league at end of 1991 season,14
Which is a species of fish? Bass or Treble,12,Which is species of fish? Bass or Treble,10
"What are the similarities between buns, pizza, and taco?",14,"Similarities among buns, pizza, and taco",11
What is the history of coffee?,7,Coffee history?,3
Why is pickleball so popular in the US right now?,13,Why is pickleball so popular in US now,10
What was the Battle of Midway?,8,What was Battle of Midway,6
"Classify each of the following as either a quantitative major or qualitative major: English, mathematics, physics, statistics, history, law",28,English qualitative; mathematics quantitative; physics quantitative; statistics quantitative; history qualitative; law qualitative,18
When did ITV start broadcasting?,8,When did ITV start broadcasting,7
What is Easter?,4,What is Easter?,4
What is the largest state in the US?,9,Largest US state?,6
Who is the fastest person on earth?,8,Who is Earth's fastest person,7
Which years was the Tour de France not raced?,11,Years Tour de France wasn't raced,9
How fast do you move when riding a wave?,11,Speed while riding wave,4
What is ice cream,5,Ice cream definition,3
What are some highlights of Lionel Messi's career goals?,15,Messi career goal highlights,5
How many seasons of Greatest American Hero were there?,11,How many seasons of Greatest American Hero,8
List a few queer books made popular by TikTok,14,List few queer books made popular by TikTok,12
Which is the second most populated state in India?,11,Second most populated state in India,7
What are the advantages to studying Engineering in college?,10,Advantages of studying engineering in college,7
Write a haiku about fall leaves. Follow the syllabic rules of haiku exactly. Exploit the double meaning of the word fall.,35,Haiku about fall leaves; use exact 5-7-5; exploit double meaning of 'fall',20
"What episodes did William Gibson write for ""The X-Files""?",16,Which X-Files episodes did William Gibson write,11
What percentage of the world's population did the British Empire hold sway over?,18,What percent of world population was under British Empire,9
What is stream processing ?,6,What is stream processing,4
"Which characters belong to DC or Marvel Universe? Ghost Rider, Atomic Skull",17,"DC or Marvel Universe characters: Ghost Rider, Atomic Skull",14
Where did Bermuda grass come from?,7,Origin of Bermuda grass,4
List all the school districts in the following paragraph in a bullet list.,15,List all school districts in following paragraph as bullet points,10
Extract the cinema industry and the percentage box office share occupied by that industry in the format {Industry} - {Percentage} and show as a bullet list. If no percentage specified just list the industry name.,50,"Extract cinema industry and its box-office share percentage; format as {Industry} - {Percentage}; output as bullet list. If no percentage, list only industry name",41
"When giving examples of what is a verb and what is a noun, explain which of these words falls into which category. Slowly, wipe,  tidily, fully, jump, yell, sleep, talk, hopelessly.",53,"For each word, classify as noun, verb, or neither: Slowly, wipe, tidily, fully, jump, yell, sleep, talk, hopelessly",40
"Identify which animal species is alive or extinct: Meiolania, Tiger",18,"Alive or extinct: Meiolania, Tiger",13
What is Time magazine?,5,Time magazine?,3
Who was Jacques Malouin,7,Who was Jacques Malouin,7
"Identify which instrument is string or percussion: Carimbo, Gusle",17,"Classify Carimbo, Gusle as string or percussion",14
Who invented the first electric car?,7,First electric car inventor,4
What is the meaning of life and how do I have a fulfilling one?,16,Meaning of life and how to live fulfilling life,9
Should I buy an electric car?,7,Should I buy EV,5
"Let's play a game of tic tac toe. I'll be X and you be O. Unplayed squares will be ""_"". I'll get first.

_ _ _
_ O _
_ _ _",59,"Tic tac toe; I'll be X, you'll be O; unplayed '_'; I go first. Board: _ _ _ _ O _ _ _ _",51
Who was the last king of the Reach before Aegon's Conquest?,18,Last king of Reach before Aegon's Conquest,13
Where is the corporate headquarters of Adobe Systems?,9,Adobe Systems corporate HQ location,6
"How do Nietzsche and Haraway critique the concept of scientific knowledge and its pursuit of objectivity? How do they use the ideas of ""the god-trick"" and ""pride"" to explain the faults in scientific discoveries?",49,Nietzsche & Haraway critique scientific knowledge and objectivity; how do they use 'god-trick' and 'pride' to expose faults in science,38
What are the key steps for building a an in ground pool?,14,Key steps to build in-ground pool,8
What happens when someone throws a phone onto a mattress?,14,Phone thrown on mattress: what happens,8
Where do sloths live?,7,Sloths' habitat?,6
Give me a bulleted list of different ways to make a lot of money.,19,Bulleted list of different ways to make lot of money,12
Why Maldives is so famous,7,Why Maldives is so famous,7
Who were King Aenys I Targaryen's children?,16,Aenys I Targaryen's children,12
What is linear regression?,5,Linear regression?,4
What kind of u-boat was the SM U-30,13,What class was SM U-30 U-boat,10
How many lifeboats did the Titanic have?,11,Titanic lifeboats count?,7
"According to the paragraph below, what is Generative AI?",13,"From paragraph below, define Generative AI",9
How often are the Olympics held?,7,Olympics frequency?,3
What is the difference between a resume and a cv?,15,Difference between resume and CV,5
"Which of the following are considered hobbies: painting, hiking, rock climbing, peapod, bears, horse riding, chess, emails, clogs, board games, button, sewing, water bottle, keyboard, reading, soccer",51,"Which are hobbies: painting, hiking, rock climbing, peapod, bears, horse riding, chess, emails, clogs, board games, button, sewing, water bottle, keyboard, reading, soccer",47
Give me some reasons to work for a tech company,11,Reasons to work for tech company,7
Describe a plan for a road trip across Northern Italy,13,Describe Northern Italy road trip plan,7
Think of a bunch of ways that you could clean a house.,15,Brainstorm ways to clean house,6
What is the difference between race and ethnicity?,10,Difference between race and ethnicity,6
When was Heineken founded?,7,Heineken founded?,5
"Based on this passage, why is Chris Kuroda's nickname CK5?",18,"Based on passage, why is Chris Kuroda's nickname CK5",16
Give me Personal finance advice,5,Provide personal finance advice,4
Why do humans like sports?,6,Why humans like sports,4
How many languages are there worldwide?,7,How many languages exist worldwide,5
"Classify each of these are a television show or a movie: Die Hard, The Wire, Greatest American Hero, Better Call Saul, Raiders of the Lost Ark, E.T., and Family Ties.",50,"Classify each as TV show or movie: Die Hard, Wire, Greatest American Hero, Better Call Saul, Raiders of Lost Ark, E.T., Family Ties",40
"Classify each of the following universities as being in the ACC or SEC: Ole Miss, LSU, FSU, Clemson, UGA, Miami",36,"Classify as ACC or SEC: Ole Miss, LSU, FSU, Clemson, UGA, Miami",28
Give me a summary about Michael Jackson,8,Michael Jackson summary,3
What is the movie The Airzone Solution,8,Airzone Solution movie,4
"Extract the names of people mentioned and their significance in the following format:

[Name]: [Significance]",24,Extract person names and significance; format: [Name]: [Significance],18
Why you should have 2 incomes,7,Why have two incomes,5
The Bud Freeman All-Stars featuring Shorty Baker,12,Bud Freeman All-Stars featuring Shorty Baker,11
"How to get an efficient cardio workout and improve your speed, and gain other health benefits?",18,Efficient cardio workouts to improve speed and gain other health benefits,14
What do you do when the engine in your single engine airplane fails in flight?,16,What to do if your single-engine airplane engine fails in flight,14
What does #956 mean?,7,Meaning of #956?,6
what is Financial centre,4,what is Financial centre,4
What is the Gospel in the context of the Christian faith?,12,What is Gospel in Christianity,5
What is the movie True Spirit about?,8,True Spirit movie about what,5
Make me a list of cocktails I can order at the bar,13,List bar cocktails I can order,6
What are the 5 most effective ways to convert a prospect to a customer?,17,5 best ways to convert prospect to customer,8
Who was the best player in Denver Broncos franchise history?,14,Denver Broncos' best franchise player,9
Please give me a bulleted list of men's Roland Garros champions of the last 5 years.,24,Bulleted list of men's Roland Garros champions last 5 years,16
What is the former prince of Wales is now referred as?,13,What is former Prince of Wales now called,8
What can you produce by chopping down a tree?,13,What does chopping down tree produce,8
Describe the benefits of living in a small town.,12,Describe benefits of small-town living,8
"Which is more important, Nature or Nurture?",10,Nature vs. nurture: which matters more,10
Who is best Michael Schumacher or Hamilton,8,Who is best Michael Schumacher or Hamilton,8
List all the aspiring members of NATO.,9,List NATO aspirants.,6
"From the passage provided, provide the two scenarios in bullet form where radiative heat transfer is an important consideration.",22,"From passage, list in bullet form two scenarios where radiative heat transfer is important",16
"Tell me in which country are the following cities: Zaragoza, Albufeira, Bari, Amfissa and Targoviste.",33,"Countries of Zaragoza, Albufeira, Bari, Amfissa, Targoviste",24
"Classify each of the following as either a city, or a state/province, or neither: San Jose, Shanghai, Jiangsu, Texas, Japan, Shandong",41,"Classify each as city, state/province, or neither: San Jose, Shanghai, Jiangsu, Texas, Japan, Shandong",32
Extract the names of the stage shows Dixie Violet Egerickx starred in and the role she played in them. List them using bullets in the format {Stage} - {Role},46,Extract Dixie Violet Egerickx's stage shows she starred in and roles she played; bullets: {Stage} - {Role},37
"Which countries besides the five recognized Nuclear Weapons States have acquired, or are presumed to have acquired, nuclear weapons?",25,Which countries besides five recognized NWS have acquired or are believed to have nuclear weapons,17
What was the Troggs most famous hit,9,What was Troggs most famous hit,8
How did Frederic Hudson start working at the Herald?,12,How did Frederic Hudson start at Herald,9
Why is crypto currency risky?,7,Why is cryptocurrency risky,5
Monitor and Merrimac refer to what in the passage?,11,Monitor and Merrimac refer to what in passage,9
How did Frank Stagg die?,8,How did Frank Stagg die,7
What state is known as the Lone Star State?,11,Which state is Lone Star State,7
How do you train for a half marathon?,10,Half marathon training plan,4
Is the USS Rachel Seaman made of metal?,12,Is USS Rachel Seaman metal,8
What is Sim racing,4,What is Sim racing,4
Extract the number of fights Hunt won by knockout or TKO in the below text and the year he had the most knockout wins,29,"From text below, output Hunt's KO/TKO wins count and year with most KO wins",22
how do you smoke a brisket?,11,how to smoke brisket,7
Why is a higher interest rate on my home worse?,12,Why is higher mortgage rate worse,6
What is Nevada City known for?,7,Nevada City known for,4
"Why is Lafayette, California such an appealing place to live?",12,"Why is Lafayette, CA so appealing to live in",10
How many grandslams are there in Tennis in one year?,14,How many Grand Slams in tennis per year,9
"From the paragraph about Space Needle, tell me where is located, when it was built, how tall the monument is and one more tourist fact about it.",32,"From Space Needle paragraph: location, year built, height, one more tourist fact",17
List the five most important quick keys on a PC,11,List 5 most important PC keyboard shortcuts,8
When did the fist episode of Family Guy air?,12,When did fist episode of Family Guy air,10
We are expecting a baby. Can you describe your experience and provide some pointers as a first time parent?,24,We’re expecting baby. Describe your experience and give tips as first-time parent,18
Why is Brazilian jiu jitsu an excellent martial art?,16,Why is BJJ excellent martial art,8
"Tell me which of the following are real car parts: differential, gearbox, splinehook, flidget, wheel.",29,"Which of these are real car parts: differential, gearbox, splinehook, flidget, wheel",25
What is a Profit and loss account in finance?,11,What is Profit and loss account in finance,8
How did Niagara Falls form?,6,Explain Niagara Falls formation,4
"Identify which animal is domesticated or wild: Society finch, Nutria",17,"Domesticated or wild: Society finch, Nutria",12
Did Gary Collins played in the NHL,7,Did Gary Collins played in NHL,6
Name an old wives tale,5,Name old wives tale,4
How useful is toothpaste,4,How useful is toothpaste,4
what is considered the birthplace of mountain biking?,10,Birthplace of mountain biking,5
"Can you sort these events from newest to oldest: James Cameron's movie Titanic was released, Leo Messi won world cup for Argentina, Barak Obama became president.",37,"Sort from newest to oldest: James Cameron's Titanic release, Leo Messi world cup for Argentina, Barak Obama became president",29
"Tell me whether these dog breeds need lots of exercise: Golden Retriever, German Shepherd, Springer, Husky, French Bulldog, Pekingese, Pomeranian, Chihuahua",47,"Do these breeds need lots of exercise: Golden Retriever, German Shepherd, Springer, Husky, French Bulldog, Pekingese, Pomeranian, Chihuahua",44
Give me a few ways that I can get stronger and in better shape before the next ski season.,21,Provide several ways to get stronger and in better shape before next ski season,14
What is one year?,5,What is one year,4
"From the passage provided, extract when Gandhi moved to South Africa",12,"From passage, extract Gandhi's South Africa move date",11
"Given a reference text about Kennebunkport, tell me its neighboring towns and where it is located.",23,"From Kennebunkport reference, list neighboring towns and location",13
"In this reference text summarizing plot of the book The High King, how did the sword Dyrnwyn lose its power?",27,"In this reference text on High King plot, how did Dyrnwyn lose its power",18
What is a to-do list?,10,Define to-do list.,8
Give me a list of the great synth-pop artists and a song for each that I might not have heard.,25,List great synth-pop artists and track for each you may not have heard,15
For whom was Harvard University named?,7,For whom was Harvard University named,6
What does current consist of?,6,Current consists of what,5
Which stock indexes is RELX part of?,12,Which stock indexes is RELX in,10
Is California a great place to live?,10,Is California great place to live,7
Who are the little Japanese girls who find Totoro?,12,Who are little Japanese girls who find Totoro,10
"Give me a list of the last five ""Best New Artist"" Grammy winners.",17,List last five Best New Artist Grammy winners,8
What are some noteworthy facts from Gabriel García Márquez present on the text?,21,Notable facts about Gabriel García Márquez in text,16
"What is the nature of god, from a logical perspective?",14,Nature of God from logical perspective,7
Is three body problem solved?,7,Is three body problem solved,6
What are some good body weight exercises for core and abs?,13,List bodyweight core/abs exercises,7
Who finished the Wheel of Time series?,8,Who finished Wheel of Time series,6
"Which of these words are homonyms (words that have two meanings): cleave, cotton, red, hungry",29,"Which words are homonyms (two meanings): cleave, cotton, red, hungry",23
Name some famous shows with Jennifer Anniston.,10,Name some famous shows with Jennifer Anniston,9
Give me five data themed cocktail drinks.,8,Five data-themed cocktails.,6
Where did Sly and the Family Stone come from?,11,Where are Sly and Family Stone from,8
Summarize Romania's history and founding.,10,Summarize Romania's history and founding,9
top mobile Brands,4,top mobile Brands,4
How many provinces are there in the Netherlands,9,How many Dutch provinces,5
What is the name of the major school of praxiology not developed by Ludwig von Mises,20,Name major praxeology school not developed by Mises,12
What is a Central Bank?,7,Central bank?,3
What was the first country to guarantee freedom of worship,10,First country to guarantee freedom of worship,7
"Which Alanis Morissette song contains the phrase ""jagged little pill"" (the title of her debut album)?",26,Which Alanis Morissette song includes lyric 'jagged little pill' (album title),23
Which is a species of fish? Blowfish or Toucan,15,Which is species of fish? Blowfish or Toucan,13
"Classify the following as either Australian flora or fauna: kangaroo, wattle, emu, possum, echidna, kookaburra, macadamia, eucalyptus.",63,"Classify Australian flora or fauna: kangaroo, wattle, emu, possum, echidna, kookaburra, macadamia, eucalyptus",58
Tell me few brainstorming techniques,6,Tell me few brainstorming techniques,6
"What's a relaxing activity to do when visiting Seoul, South Korea?",16,"Relaxing activity while visiting Seoul, South Korea",9
"Which of the following are convex functions: x^2, x square, 0, sin(x), e^x, sqrt(x), x^-0.5",39,"Convex among: x^2, x square, 0, sin x, e^x, sqrt x, x^-0.5",34
"Given this paragraph, who was the President of Mexico during the seige of Bexar?",19,"From this paragraph, who was Mexico's president during seige of Bexar",17
"Classify the following as TV Shows or movies: Ted Lasso, Schitt's Creek, The Office, Seinfeld, The Elephant Whisperers, Harry Potter and the Sorcerer's Stone, Delhi Crime, The Social Network.",55,"Classify following as TV Shows or movies: Ted Lasso, Schitt's Creek, Office, Seinfeld, Elephant Whisperers, Harry Potter and Sorcerer's Stone, Delhi Crime, Social Network",49
Which is a species of fish? John Dory or Jack Sparrow,15,Which is species of fish? John Dory or Jack Sparrow,13
why is hydration so important?,8,Why is hydration important,6
What are some useful ways to repurpose a cardboard box?,14,Ways to repurpose cardboard box,8
"Tell me whether these are cities in India: Mumbai, Bengaluru, Chennai, Singapore, Kuala Lumpur, Sydney, New Delhi, Kolkota",33,"Are these Indian cities: Mumbai, Bengaluru, Chennai, Singapore, Kuala Lumpur, Sydney, New Delhi, Kolkota",29
Name the famous place in Italy which was flooded for the 6th time in the last 1200 years.,22,"Name Italian landmark flooded for 6th time in 1,200 years",13
"GIven this paragraph about American film director David Fincher, what are his reported upcoming projects.",21,"From this paragraph about American film director David Fincher, list his reported upcoming projects",17
"Classify each of the following on the basis of text (alphabetically) or numbers (numerically) - Bangalore, 265, Apple, 10, Bag, 49.",38,"Classify as text (alphabetical) or numbers (numerical): Bangalore, 265, Apple, 10, Bag, 49",29
Who is the most sensational player in MLB today?,11,Who is most sensational MLB player today,8
