original,original_token_count,compressed,compressed_token_count
Write a monologue describing a young woman’s journey to self-actualization in America.,22,Monologue: young woman's journey to self-actualization in America,15
Is the economy doing well right now?,9,Is economy doing well now,6
Where is Hawaii?,4,Where is Hawaii?,4
Who wrote the poker mindset,5,Who wrote poker mindset,4
Give me an overview of how promotion and relegation works in the English Premier League,18,Overview: Premier League promotion/relegation,9
What is Utah known for?,6,Utah known for?,4
What is a python?,10,What is python,7
Why is an umbrella useful?,6,Why is umbrella useful,4
Where is the home country of Joan of Arc?,11,Home country of Joan of Arc,7
"What is the answer to life, the universe, and everything?",13,"Answer to life, universe, and everything",8
How do you play basketball,5,How to play basketball,4
"With the rise of large language models, ChatGPT has changed the way many people work, and AI is getting more and more powerful. Will it eventually replace humans?",34,"As LLMs rise and ChatGPT reshapes work, will AI replace humans",21
"Which of the following are names typically given to girls, typically given to boys, or names that could easily be given to either a boy or a girl: Sam, Bill, Liz, Tracy, Mary, Joe, Taylor, Missy, Ralph, Scott, Michelle, Michael, Frank, Cheryl, Ryan, Stephenie.",69,"Classify following names as female, male, or unisex: Sam, Bill, Liz, Tracy, Mary, Joe, Taylor, Missy, Ralph, Scott, Michelle, Michael, Frank, Cheryl, Ryan, Stephenie",49
Which classical composer was deaf?,8,Deaf classical composer?,6
Extract the names of the Formula One teams Hamilton was a part of from the text. Separate them with a comma.,29,"List Hamilton's Formula One teams from text, comma-separated",19
what is petrified wood,6,what is petrified wood,6
"Given these paragraphs about Large language models, when did LLMs emerge?",16,"From these paragraphs on LLMs, when did they emerge",13
Is California a great place to live?,10,Is California great place to live,7
"Identify which instrument is string or percussion: Monkey stick, Tzouras",19,"String or percussion: Monkey stick, Tzouras",14
"When I ski, at the end of the turn, I'm not able to get good grip at the end of the turn and the tail washout, why does this happen?",38,"While skiing, at end of turn I lose grip and tail washout—why does this happen",19
"Given these paragraphs about battery storage power stations, for how long battery power storage was cheaper than open cycle gas turbine power as of 2019?",28,"From these paragraphs on battery storage stations, how long was battery storage cheaper than open-cycle gas turbines as of 2019",25
What is random access memory?,6,What is RAM?,4
What is an option in finance?,7,What is financial option,4
"Given a reference text about Daal dhokli, tell me three commonly used daals.",22,"From reference text on Daal dhokli, list 3 common dals",18
"Using the following text, extract the last 3 CEO's. Place them in a bullet list in order of current to least current.",29,"From following text, extract last 3 CEO's; output bullets from most current to least current",20
What is Allsvenskan?,8,Allsvenskan definition?,7
"On a hiking trip where we expect to walk many miles, categorize each of the the following as either 'heavy', 'not heavy' or 'somewhat heavy'. A tent, a compass, a sleeping bag, a camping stove, a cooler full of food.",68,"tent: heavy, compass: not heavy, sleeping bag: somewhat heavy, camping stove: somewhat heavy, cooler full of food: heavy",29
"Classify each of the following as either a natural hair color or a grocery store bakery brand: Hostess, blonde, brunette, Betty Crocker, Pilsbury, red, black, Entenmann's",49,"Classify as natural hair color or grocery store bakery brand: Hostess, blonde, brunette, Betty Crocker, Pilsbury, red, black, Entenmann's",40
Is breakfast cereal a healthy food choice in the morning?,13,Is breakfast cereal healthy for breakfast,7
What factors contributed to the decline of AI research in the 1970s?,14,Factors behind 1970s decline in AI research,10
How has the designated hitter role affected baseball players' careers?,13,Effect of designated hitter on players' careers,9
Why to people lift their trucks?,7,Why to people lift their trucks,6
Who is Luke Skywalker's parents?,9,Luke Skywalker parents?,5
What is a group of cats called?,9,Group of cats called,4
List the four season,4,List four seasons,3
Retrieve and list the Sum41 albums mentioned in the text,11,List Sum41 albums in text,6
"From the following list, categorize the what country these dishes originate from: Tamales, Butter Chicken, Mac and Cheese, Pizza, Pozole, Nicoise Salad, Ramen, Trifle, Empanadas, Ceviche, Feijoda, Burrito, Jollaf Rice, Tagine, Couscous",78,"List country of origin for these dishes: Tamales, Butter Chicken, Mac and Cheese, Pizza, Pozole, Nicoise Salad, Ramen, Trifle, Empanadas, Ceviche, Feijoda, Burrito, Jollaf Rice, Tagine, Couscous",70
List the weapons of Goddess Durga in a comma separated manner.,18,"List Durga's weapons, comma-separated",17
"Based on the reference text, what was the start date and the expected completion date of the reconstruction project on the Howard Frankland bridge.",28,"From reference text, give start date and expected completion date for Howard Frankland Bridge reconstruction project",19
Why do some countries call football soccer?,8,Why do some countries call football soccer,7
"Identify which instrument is string or percussion: Marimba, Hummel",15,"Marimba, Hummel: string or percussion",10
I like live music. What are some examples of improvisational live music?,16,I like live music. Improvisational live music examples,12
Name a Jane Austen book.,8,Name Jane Austen book,5
Please list the main dog predators according to the passage,11,List main dog predators from passage,7
"Identify which instrument is string or woodwind: Clavinet, Ocarina",18,"String or woodwind: Clavinet, Ocarina",13
"Given this paragraph about Riot Games' history, which game was used an indication that games could be supported and monetized long-term?",30,Riot Games history paragraph: which game indicated long-term support and monetization,17
"Given this paragraph about the tour de france, has the race ever not ran",16,"From this Tour de France paragraph, has race ever not ran",12
Extract from the text year in which Italy First was launched,11,Extract year Italy First was launched from text,8
Give me some ideas for what to do for a kids Easter party.,15,Ideas for kids' Easter party activities,7
Linux Second-stage boot loader,7,Linux Second-stage boot loader,7
What are the words of House Waxley?,10,House Waxley motto?,6
Name some of the objects in the solar system,9,Name solar system objects,4
Which version of the church existed in 1809?,10,Which church denomination existed in 1809,7
"Let me know if you think these are musical instruments or tools: Piano, chisel, Marimba, hammer, drill, scissor, violin, drums, screwdriver, brass, clarinet.",51,"Classify each item as instrument or tool: Piano, chisel, Marimba, hammer, drill, scissor, violin, drums, screwdriver, brass, clarinet",45
Which swimming stroke is the hardest?,7,Hardest swimming stroke?,5
"Which is a bird or fish: Red-crested pochard, Redfish",18,"Bird or fish: Red-crested pochard, Redfish",14
"Identify which animal species is alive or extinct: Maiasaura, Sea Lions",20,"Alive or extinct: Maiasaura, Sea Lions",15
Suggest some TV shows I should watch in a few different genres.,17,Recommend TV shows I should watch in several genres,13
"Tell me which one does not fit with the group:  Blue, Green, White, Yellow",18,"Which color doesn't fit: Blue, Green, White, Yellow",14
What is a Fully paid share?,8,Fully paid share definition,4
"Which of these actions should we do and not to do in case of security incidents? deleting forensic artefacts, hiding the security incident, informing the security team.",37,"What actions to do and not do in security incident: delete forensic artefacts, hide incident, inform security team",25
Which is the most populous city in the United States,11,Most populous city in US,6
"Classify the products based on the brand.
Android, safari, chrome, iOS, Alexa, prime videos",23,"Group by brand: Android, Safari, Chrome, iOS, Alexa, Prime Video",17
What is a tender?,6,Tender definition?,4
Give me a list of 5 famous archeological sites to visit in Mexico.,17,List 5 famous archeological sites to visit in Mexico,11
Tell me about the Mughal Empire?,9,Mughal Empire overview?,6
"Given this paragraph about Billie Eilish, tell me who produced her debut single, also tell me what is her chart-topping single?",31,"From this Billie Eilish paragraph, who produced her debut single and what is her chart-topping single",24
Why are sports so popular?,6,Why are sports popular,4
What is the Gospel in the context of the Christian faith?,12,What is Gospel in Christianity,5
"How does the ""fire power"" help Fargus?",12,"How does ""fire power"" help Fargus",10
How do you play baseball?,6,How to play baseball,4
Who was Thales?,5,Who was Thales?,5
Who opens episodes of The FBI Files with an introductory narration?,14,Who narrates FBI Files intro,9
Give me a list of films in which Walter Whitman appeared while he was under the age of 60.,23,Films Walter Whitman appeared in before turning 60,10
Which US state is best for observing the aurora borealis phenomenon?,16,Which US state is best for viewing aurora borealis,12
In what year did Apple debut the 'Mac Operating System'?,14,When did Apple debut Mac Operating System,7
"Given the reference text about moths, what family does Bityla sericea belong to?",21,"From moth reference text, what family is Bityla sericea in",16
Is SAS a language or a software product?,12,SAS: language or software product,6
"Write a short letter to a dear friend who just lost their Mother, only six months after losing their father.  Both of their parents were someone you and your family were also very close with.",40,"Write short letter to dear friend who just lost their mother, six months after losing their father; both parents were close to you and your family",28
"What is the difference between a fried egg prepared ""sunny-side-up"" and an egg prepared ""over-easy""?",31,Difference between sunny-side-up and over-easy eggs,12
Why is the Cave of the Crystals or Giant Crystal Cave closed to the public?,18,Why is Cave of Crystals/Giant Crystal Cave closed to public,15
What are the primary uses of horses according to the text?,12,Primary uses of horses per text,6
Give me a list of Serie A winners in the last five years with corresponding points.,20,List Serie winners in last five years with their points,11
"Identify which animal species is alive or extinct: Gastornis, Chimpanzee",21,"Alive or extinct: Gastornis, Chimpanzee",16
Which parts on earth cannot view a sunset?,10,Which parts on earth cannot view sunset,7
Help plan a first date in San Francisco,9,Help plan first date in San Francisco,7
What's the best place to visit China?,10,Best place to visit in China,6
Extract the current points scoring table for current Formula 1's grand prixs in the form of [Place of Finish- Points Scored],30,Extract current F1 Grands Prix points table by race in form [Place of Finish- Points Scored],24
"I plan a trip to Italy, what is the top 2 cities to visit?",17,Italy trip: top 2 cities to visit,8
"Identify which instrument is string or percussion: Frame drum, Citole",16,"Identify which instrument is string or percussion: Frame drum, Citole",16
"Identify which car manufacturer is Japanese or American: Jeep, Suzuki",13,"Japanese or American: Jeep, Suzuki",7
"Write a story about somebody, anybody, nobody and everybody",12,"Story about somebody, anybody, nobody and everybody",9
"Identify which instrument is string or percussion: Caxirola, Ducheke",18,"Caxirola, Ducheke: string or percussion",13
"Extract ways to observe a black hole. Separate them with a ""-"" in multiple lines.",22,List ways to observe black hole; separate with '-' on separate lines,16
"Classify the movies into Thriller and Action genres.

Aks, Pyaar Tune Kya Kiya, Vadh, Farz, Angaar: The Fire",41,"Classify as Thriller or Action: Aks, Pyaar Tune Kya Kiya, Vadh, Farz, Angaar: Fire",36
Who is Bill Clinton?,5,Who is Bill Clinton,4
Can dogs look up?,5,Can dogs look up,4
Why does oil float on water?,8,Why oil floats on water,7
"From this paragraph about Taylor Swift, how many AMAs has she won.",16,"From this paragraph about Taylor Swift, how many AMAs has she won",15
Why are children so special?,6,Why are children so special,5
"What are the titles to the six volumes of Sir Winston Churchill's ""The Second World War""?",22,List titles of six volumes of Sir Winston Churchill's Second World War,15
Who is the youngest driver to win a Formula 1 race?,13,Youngest F1 race winner,6
Write a conversation between two long-time friends who run into one another five years after they initially drifted apart.,25,Conversation between two lifelong friends who reunite five years after drifting apart,15
"Based on this paragraph about the Final Fantasy series, who created it?",14,Who created it based on this paragraph about Final Fantasy series,12
What is the Make Something Edmonton Initiative?,8,What is Make Something Edmonton Initiative,6
"What links the names Botvinik, Tal, Karpov, Fischer",14,"What links Botvinik, Tal, Karpov, Fischer",12
Goa used to be a colony of which nation,12,Which nation colonized Goa,6
"How many boilers and engines did the Indiana have, put the answers in comma separated ascending order",23,How many boilers and engines did Indiana have? Output as comma-separated ascending order,25
What are the top 3 items that I need when traveling by plane.,14,Top 3 items I need for air travel,8
What kind of weather do people prefer?,8,What weather do people prefer,5
Who is called Iron Man of India and why?,10,Who is Iron Man of India and why,8
Why do people like Blue Light Therapy?,8,Why is blue light therapy popular,6
who are the greatest Raider players,7,who are greatest Raider players,6
"Which of the following US States border Canada and which do not: Montana, Wyoming, Michigan, New York, Maine, Idaho, and Minnesota?",29,"Which of these states border Canada, and which do not: Montana, Wyoming, Michigan, New York, Maine, Idaho, Minnesota",26
"What's special about Novy Urkarakh, the town in Russia?",16,"What's special about Novy Urkarakh, Russia",12
What is Kendrick Lamar famous for?,10,What is Kendrick Lamar famous for,9
How should I go about meeting a romantic life partner?,12,How to meet romantic life partner,6
What is the benefit of having BDRS and SDRs?,14,Benefits of BDRS and SDRs,10
What is the status of Sam Bankman-Fried?,12,SBF status?,4
Please summarize what Thysanozoon nigropapillosum are,17,Please summarize what Thysanozoon nigropapillosum are,17
How to bake the perfect flourless cheesecake?,10,How to bake perfect flourless cheesecake,8
Is Ireland a good surf spot?,9,Ireland good surf spot,4
Give me a list of great sci-fi,11,List great sci-fi.,7
What are the words of House Lannister?,10,Lannister motto?,5
How many lifeboats did the Titanic have?,11,Titanic lifeboats count?,7
What characteristics of the blue oak enable it to survive long periods of drought?,15,Blue oak drought-tolerance traits,8
Does Irina Korzhanenko still have her gold medal?,15,Does Irina Korzhanenko still have her gold medal,14
How do you reverse sear a steak on the Big Green Egg?,15,How do you reverse sear steak on Big Green Egg,11
"From the text below about the history of peanut butter, where can the first reference be traced from?",21,"From text below on peanut butter history, where is first reference traced from",15
Why are gaming conferences fun for everyone?,8,Why are gaming conferences fun for everyone,7
"Given the reference text below the eruption of Mount Vesuvius, how high was the mountain after the disaster?",24,"Given reference text below eruption of Mount Vesuvius, how high was mountain after disaster",19
What is a noun?,7,Define noun.,5
What are some of the popular monuments in India?,11,Popular monuments in India,5
give me a list of all the things I can do with a piece of land.,19,List all uses for parcel of land,7
Give me a list of things to do when travelling by plane,13,List things to do while flying,6
"Identify which instrument is string or percussion: Handchime, Nyatiti",17,"Classify as string or percussion: handchime, nyatiti",17
How many Silver Star awards did James Frederick Moriarty receive?,14,How many Silver Star awards did James Frederick Moriarty receive,13
What is the difference between it's and its?,11,Difference between it's and its,7
"Given the following paragraph about Kenneth McAlpine, where was he born?",17,Where was Kenneth McAlpine born,8
"Tell me if these are states or countries: New York, Brazil, Africa, Sweden, Indiana, California, Hawaii, Argentina",26,"State, country, or neither: New York, Brazil, Africa, Sweden, Indiana, California, Hawaii, Argentina",23
What is the capital of Arkansas?,7,Arkansas capital?,3
Why some people are more stressed than others and how to manage stress?,14,Why some people are more stressed than others and how to manage stress,13
"Tell me whether these teams have ever won the Champions League: Real Madrid, Manchester United, Manchester City, Liverpool, Paris Saint-Germain",27,"Have Real Madrid, Manchester United, Manchester City, Liverpool, Paris Saint-Germain won Champions League",19
"Classify the following into countries and cities:India, Mumbai, USA, Seattle, Germany, Berlin, United Kingdom, Australia, Tokyo, Sao Paulo",32,"Classify into countries and cities: India, Mumbai, USA, Seattle, Germany, Berlin, United Kingdom, Australia, Tokyo, Sao Paulo",30
Extract the names of the islands located on the Central Group of the Azores plateau from the text. Separate them with a comma.,31,"Extract Central Group, Azores plateau islands from text; comma-separated",20
"Which of these flowers are annuals vs perennials: Petunias, Verbena, Alyssum, Zinnias, Digitalis Dalmatian, Amsonia, Clementine, Peonies.",52,"Annuals vs perennials: Petunias, Verbena, Alyssum, Zinnias, Digitalis Dalmatian, Amsonia, Clementine, Peonies",46
Tell me about the discovery of coffee bean?,9,Coffee bean discovery,3
Who are some of the top goal scorers of all time for Manchester City?,16,Man City all-time top scorers,8
What are some of the best movies for kids?,10,Best kids' movies?,5
A dialogue between two characters discussing the impact of social media on their lives. Both positive and negative points,20,"Dialogue between two characters about social media's impact on their lives, positives and negatives",20
What is an amendment?,5,What is amendment,3
Why do birds migrate north to south for the colder months in the north?,16,Why do birds migrate south for winter in northern hemisphere,13
What is Armin van Buuren known for?,11,Armin van Buuren known for,8
What are some of the most accessible jazz albums for someone new to jazz?,15,Best accessible jazz albums for beginners,6
"Identify which animal is domesticated or wild: Canary, Green pheasants",20,"Domestic or wild: Canary, Green pheasants",14
"Classify the below based on the mode of transportation.
bus, car, taxi, train, helicopter, boat, ship",25,"land: bus, car, taxi, train air: helicopter water: boat, ship",17
What is a hadron?,8,Hadron?,3
"From the passage provided, extract the name of the Director of the Star Wars movie",16,"From provided passage, extract Star Wars movie director's name",12
Based on the given text give the name of the people and a summary of how they contributed to the notion of infinite or multiple worlds.,29,"From text, list names and summarize their contributions to infinite/multiple worlds",16
What caused Africa's integration into the Roman System?,11,What caused Africa's integration into Roman System,9
Who is Hermenegildo Sosa and what is he known for?,19,Who is Hermenegildo Sosa and what is he known for,18
What is the tallest mountain in Colorado?,9,Tallest mountain in Colorado,5
What class of locomotive was the No. 13?,10,What class of locomotive was No. 13,8
"Of the following, identify which are TV shows that originally aired in black-and-white, brands of toothpaste, and places where you can participate in water sports: the beach, The Honeymooners, I Love Lucy, Colgate, Florida, a river, The Munsters, Crest, Aquafresh, a lake, a pool, Rembrandt, The Addams Family",85,"Honeymooners, I Love Lucy, Addams Family Colgate, Crest, Aquafresh, Rembrandt beach, river, lake, pool",32
What are your views on parenting?,7,Your views on parenting,4
Extract a comma separated list of places mentioned in this entry on the history of coffee,20,Extract comma-separated places mentioned in this coffee history entry,17
Can you name a few of Leonardo's famous works,13,Name few of Leonardo's famous works,9
What are the various passing routes in football?,9,List football passing routes,4
What kind of car was The Zuk,8,What car was Zuk,5
"Which characters belong to DC or Marvel Universe? Silver Surfer, Martian Manhunter",18,"DC or Marvel? Silver Surfer, Martian Manhunter",13
What are the official languages of the United Nations?,10,UN official languages?,4
Who ordered John the Baptists execution,7,Who ordered John Baptists execution,6
Does Bolivia have two capital cities?,7,Does Bolivia have two capitals,6
From the passage note down the various video categories on YouTube. List the results in comma separated format.,23,"From passage, list YouTube video categories; comma-separated",17
"Given this paragraph about salmon, give me an overview of their lifecycle.",15,"From this salmon paragraph, summarize its lifecycle",9
"Give me a list of the last five ""Best New Artist"" Grammy winners.",17,List last five Best New Artist Grammy winners,8
"Frank Sinatra changed the lyrics of ""The Lady is a Tramp"" to ""The Lady is a"" what?",27,vamp,2
What do to if your cat starts drooling excessively?,17,What to do if your cat drools excessively,16
"Based on this paragraph, who directed White Rabbit?",11,"Who directed White Rabbit, per this paragraph",9
Which good habits can help you live healthy life,9,What habits promote healthy life,5
What is the B61 nuclear bomb?,8,Define B61 nuclear bomb,6
What is the Nintendo Switch?,6,What is Nintendo Switch,4
Who is the greatest cricketer of all time.,10,Greatest cricketer of all time,7
Please give me a short bulleted list of the theories that explain different aspects of the relationship between the work and family life made in this passage.,31,Provide short bulleted list of theories on work–family relationship described in this passage,17
Is Seattle a good place to live at?,11,Is Seattle good place to live,7
Which is a species of fish? Slimehead or Slimeball,15,Which is species of fish? Slimehead or Slimeball,13
What are some weird ways I can cut my grass?,11,Weird ways to cut my grass,9
What is Photosynthesis?,5,Photosynthesis?,3
"Besides a putter, what other golf clubs would suffice for a putting stroke?",21,Which clubs besides putter would suffice for putting stroke,13
"Identify which animal species is alive or extinct: Mosasaurus, Whale Shark",18,"Alive or extinct: Mosasaurus, Whale Shark",13
Where is Laskowice?,6,Laskowice location?,5
What is HDFS?,5,What is HDFS?,5
Who is the best all-time chess player?,12,Best all-time chess player,8
Summarize the plot synopsis of the movie Real Genius in 3 sentences.,18,Summarize Real Genius plot in 3 sentences,10
What is the keto diet?   Is it a good way to lose weight?,17,Keto diet: what is it? effective for weight loss,12
"Classify each of the following as either a title by Kevin Kwan or Veronica Roth: Sex and Vanity, Crazy Rich Asians, China Rich Girlfriend, Rich People Problems, Luck: The Essential Guide, Divergent, Allegiant, Insurgent, Carve the Mark, Chosen Ones",68,Classify these titles by author (Kevin Kwan or Veronica Roth): Sex and Vanity; Crazy Rich Asians; China Rich Girlfriend; Rich People Problems; Luck: Essential Guide; Divergent; Allegiant; Insurgent; Carve Mark; Chosen Ones,64
How can you put up a painting on a concrete wall,13,How to mount painting on concrete wall,7
Please give me a bulleted list of things William Eldred Toye CM worked on,22,Bulleted list of works by William Eldred Toye CM,16
Why is Cricket popular in India?,7,Why is Cricket popular in India,6
"Given this paragraph about Chief Uncas, who was he?",13,"From Chief Uncas paragraph, who was he",10
What are the words of House Penrose?,9,House Penrose motto?,5
What are some typical characteristics of a Persian cat?,11,Typical Persian cat traits,5
List 8 rarest minerals,6,8 rarest minerals,5
What type of chair would I want to design to give an option to lean all the way back?,21,What chair design allows full-back reclining,9
"Which of these artists can be considered yacht rock? Hall and Oates, Journey, the Doobie Brothers, Prince, the Artist formerly known as Prince, Foghat, The Grateful Dead, the Little River Band, Christopher Cross, Van Halen, Fleetwood Mac, Kenny Loggins, Twisted Sister, Toto.",72,"Which of these artists are yacht rock? Hall and Oates, Journey, Doobie Brothers, Prince, Artist Formerly Known as Prince, Foghat, Grateful Dead, Little River Band, Christopher Cross, Van Halen, Fleetwood Mac, Kenny Loggins, Twisted Sister, Toto",66
"Identify which instrument is string or percussion: Timbal, Lotar",15,"Classify as string or percussion: Timbal, Lotar",13
How do I know which bank is better?,9,How to tell which bank is better,7
"Given a reference text about Jen Shah, what is she famous from, when was she criminally charged, what was the verdict, and when was she sentenced.",34,"From Jen Shah reference text, provide: fame source; charge date; verdict; sentencing date",20
"Based on this paragraph about religions of the world, what are the ""big five"" religions?",21,"From this world religions paragraph, list Big Five",10
What is the best way to feel peaceful in your mind?,12,Best way to feel peaceful in your mind,8
How is a grilled cheese sandwich prepared?,10,How to make grilled cheese,6
What is a Limited company?,7,What is Limited company,4
Is tempeh a vegetarian food?,10,Is tempeh vegetarian?,7
"If you were to design a pantheon, how many gods or deities would you include?",22,Pantheon design: how many deities would you include,12
List the types of chess pieces,8,List chess piece types,6
"Identify which instrument is string or percussion: Slenthem, Scheiholt",18,"Slenthem, Scheiholt: string or percussion",13
"Given this text about the nutrition profile of peanut butter, what vitamins is peanut butter rich in?",19,"From this peanut butter nutrition text, which vitamins is peanut butter rich in",14
"Classify each of the following as characters in the 2003 reboot of Battlestar Galactica or Pokemon: Starbuck, Admiral Adama, Snorlax, Lee Adama, Dugtrio, Gaius Baltar, Laura Roslin, Venusaur, Lapras",61,"Classify each as BSG2003 or Pokémon character: Starbuck, Admiral Adama, Snorlax, Lee Adama, Dugtrio, Gaius Baltar, Laura Roslin, Venusaur, Lapras",51
What is a zerbert?,8,Zerbert definition?,5
Give me an idea of some cold beverages to drink on a hot day,15,Cold beverage ideas for hot days,6
"Tell me whether you can or cannot legally drive a car or each of the following: road, highway, sidewalk, interstate, pedestrian only bridge",30,"Legal to drive car on: road, highway, sidewalk, interstate, pedestrian-only bridge",19
What are some ideas to keep the mind active as I get older?,14,Ideas to keep mind active as I age,8
In which movie or plot the character vedimuthu was established,16,In which movie or plot was vedimuthu established,14
"If I wanted to travel the world, would it be faster to travel by air or sea?",19,Around world: air or sea faster,7
"Classify each of the following as either pasta or bread: casarecce, gnocco fritto, gnocchi, focaccia, grissini, ciabatta, tonnarelli, orecchiette, conchiglie, piadina",66,"Classify as pasta or bread: casarecce, gnocco fritto, gnocchi, focaccia, grissini, ciabatta, tonnarelli, orecchiette, conchiglie, piadina",61
What are some fun and inexpensive things to do with kids during the summer?,15,"Fun, inexpensive summer activities for kids",7
What are some things to remember when buying a new pair of headphones?,15,What to consider when buying headphones,6
"Identify which instrument is string or percussion: Maram, Phin",15,"Classify Maram, Phin as string or percussion",12
What is email?,4,What is email?,4
Which clef does a viola use?,12,What clef does viola use,9
What was the The McIntosh County Seat War,11,What was McIntosh County Seat War,9
Provide a bulleted list of the territorial changes from the Treaty of Versailles,17,Bullet list of territorial changes in Treaty of Versailles,10
How many seasons of Survivor has there been?,10,How many Survivor seasons have there been,8
Name a very famous family of composers & musicians of late baroque,17,Name very famous late-Baroque family of composers & musicians,15
"Give this paragraph abount Battle of Adwa between Ethiopia and Italy, who were the commanders on Ethiopian side.",27,Paragraph on Battle of Adwa (Ethiopia vs Italy); name Ethiopian commanders,22
Give me some movie/tv series to learn English,11,Recommend movies/TV shows to learn English,11
Who asked Swami Vivekananda to come to Dakshineswar and in which year?,22,"Who invited Swami Vivekananda to Dakshineswar, and when",18
Why should I visit Netherlands?,6,Why visit Netherlands,3
Which Bond girl guest starred on the TV show Game of Thrones?,14,Which Bond girl guest-starred on Game of Thrones,10
What is Categorization and Sentiment Analysis,11,Explain categorization and sentiment analysis,8
Extract the stock ticker from the following text,9,Extract stock ticker from text,6
Is the lacavore diet beneficial?,10,Is lacavore diet beneficial,8
"you are riding your bicycle to the store and your bicycle has a basket. which of the following items can you take back home? a toothbrush, a TV, a bar of soap, a pair of pants, a pair of skis, a loaf of bread, a tiger, a phone charger",70,"Bike to store with basket. Which items can you take home? toothbrush, TV, bar of soap, pants, skis, bread, tiger, phone charger",35
"Given a reference text about Joseph Charlton, what college football team did he play for?",20,"From Joseph Charlton reference text, which college football team did he play for",16
"In the series A Song of Ice and Fire, who is the founder of House Targaryen?",21,Who founded House Targaryen in ASoIaF,13
Where was Alexander The Great from?,7,Origin of Alexander Great,4
What are a some nicknames for the name William?,12,What are some nicknames for William,7
"Based on this paragraph, please list the symptoms of dementia separating them with bullets.",18,"From this paragraph, list dementia symptoms as bullet points",10
How many items is in a baker's dozen?,13,Baker's dozen: how many items,8
Why is selling stocks short a high risk investment technique,11,Why is selling stocks short high risk investment technique,9
Create a bulleted list of Hawking's accomplishments based on this passage.,20,Bulleted list of Hawking's accomplishments from passage,13
Which French philosopher created analytical geometry,6,Which French philosopher created analytical geometry,6
"Classify these items in my grocery bag as 'vegan' or 'not vegan'. Ground beef, almond butter, eggs, spinach, fava beans, barley, dates, milk, wild rice, cashew milk yoghurt, beef tongue, ghee, jalapenos",67,"Classify bag items as 'vegan' or 'not vegan': ground beef, almond butter, eggs, spinach, fava beans, barley, dates, milk, wild rice, cashew milk yoghurt, beef tongue, ghee, jalapenos",63
"Which of these animals typically travel through the air and which travel through the water: whale, shark, eagle, sea turtle, hummingbird, blue jay, octopus, and robin.",48,"Air vs water travel: whale, shark, eagle, sea turtle, hummingbird, blue jay, octopus, robin",37
What should I do if I visit Sweden?,10,What to do when visiting Sweden,6
"Given a reference text about Britney Spears, tell me when they were born and why they are famous.",23,"From Britney Spears reference text, give birth date and reason for fame",15
"Other than Tanki, how many other known Amerindian settlements are on Aruba?",19,How many Amerindian settlements on Aruba besides Tanki,14
Why is baseball called America's Pastime?,10,Why is baseball America's Pastime,8
"Classify the cities based on whether they are located in Belarus or Cayman Islands.
Vitsyebsk, George Town, Minsk, Homyel’",39,"Classify Vitsyebsk, George Town, Minsk, Homyel’ by country (Belarus or Cayman Islands)",34
What is the difference between hardwood and softwood?,10,Difference between hardwood and softwood,6
What is a good gift for a seven year old boy?,14,Gift ideas for 7-year-old boy,9
"Given this paragraph about Saffron, where does this name originally come from?",17,Origin of name Saffron,7
From the passage identify the symbols of Persephone. Display the results in a comma separated format.,25,"Identify Persephone's symbols from passage, display them comma-separated",23
"Write a review of Brandon Sanderson's book, The Hero of Ages",17,Review Brandon Sanderson's Hero of Ages,10
what is rain ?,5,what is rain,3
What is Microfinance?,7,What is Microfinance?,7
What is the National Payments Corporation of India?,10,What is National Payments Corporation of India,8
"Given a reference text about Larissa Ilinichna Volpert, tell me what game she played, when she was champion, and what titles she earned.",35,"From reference text on Larissa Ilinichna Volpert, list game, championship year, and titles earned",24
Does using microwave oven cause cancer?,7,Do microwave ovens cause cancer,6
Give me an overview of the different types of SOC reports and what they are used for,18,Overview of SOC report types and their purposes,9
Give a comma separated list of all the people listed in this passage about Jesse LaFollette,25,Comma-separate all people named in this passage about Jesse LaFollette,22
"Given this paragraph about ESPN's SportsCenter in 2009, in what west coast city did ESPN begin producing it's 1:00 a.m. Eastern Time edition of SportsCenter?",38,"From 2009 ESPN SportsCenter paragraph, which West Coast city began ESPN's 1:00 a.m. ET edition of SportsCenter",27
What are some creative ways to get my kids to eat vegetables?,14,Creative ways to get my kids to eat vegetables,10
"Select the dishes that are Chinese from this menu: hamburger, pizza, fried rice, soup dumplings, spaghetti, scallion pancakes.",32,"Select Chinese dishes from this menu: hamburger, pizza, fried rice, soup dumplings, spaghetti, scallion pancakes",28
"Given the paragraph above paragraph, what is the PMP and who established the exam.",17,"From above paragraph, what is PMP and who established exam",12
Where can I go to find out what is on the ballot for any given election in Wisconsin?,19,Where can I find Wisconsin ballot information for any election,10
What is TIDB,5,TIDB?,4
"Jill, a 60-year-old personal training client, wants to improve her hip flexibility. Identify two exercises commonly done in a Pilates class that would address core strength and flexibility, thus improving Jill's lower back health.",50,"Jill, 60, PT client; wants hip flexibility. Name two Pilates-class exercises commonly done that build core strength and flexibility to improve her lower back health",33
What is the difference between pets and cattle?,9,Difference between pets and cattle,5
What was the most expensive watch ever sold at auction,10,Most expensive watch ever sold at auction,7
"How to get an efficient cardio workout and improve your speed, and gain other health benefits?",18,Efficient cardio workouts to improve speed and gain other health benefits,14
What is the most powerful Porsche flat six engine?,10,Most powerful Porsche flat-six engine,8
